tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label
1180,201157,Sean Williams,2007,3,2009-10,14,49,21,0.42857142857142855,draft
1181,201158,Marco Belinelli,2007,1,2007-08,25,92,36,0.391304347826087,draft
1182,201158,Marco Belinelli,2007,2,2008-09,40,316,140,0.4430379746835443,draft
1183,201158,Marco Belinelli,2007,3,2009-10,63,372,154,0.41397849462365593,draft
1184,201158,Marco Belinelli,2007,4,2010-11,79,690,301,0.43623188405797103,draft
1185,201159,Javaris Crittenton,2007,1,2007-08,46,233,98,0.4206008583690987,draft
1186,201159,Javaris Crittenton,2007,2,2008-09,56,285,131,0.45964912280701753,draft
1187,201160,Jason Smith,2007,1,2007-08,74,310,141,0.45483870967741935,draft
1188,201160,Jason Smith,2007,3,2009-10,48,174,75,0.43103448275862066,draft
1189,201160,Jason Smith,2007,4,2010-11,74,307,136,0.44299674267100975,draft
1190,201161,Daequan Cook,2007,1,2007-08,58,512,196,0.3828125,draft
1191,201161,Daequan Cook,2007,2,2008-09,72,643,242,0.37636080870917576,draft
1192,201161,Daequan Cook,2007,3,2009-10,37,252,81,0.32142857142857145,draft
1193,201161,Daequan Cook,2007,4,2010-11,40,180,79,0.4388888888888889,draft
1194,201162,Jared Dudley,2007,1,2007-08,69,348,163,0.46839080459770116,draft
1195,201162,Jared Dudley,2007,2,2008-09,57,284,136,0.4788732394366197,draft
1196,201162,Jared Dudley,2007,3,2009-10,82,488,225,0.4610655737704918,draft
1197,201162,Jared Dudley,2007,4,2010-11,82,629,300,0.4769475357710652,draft
1198,201163,Wilson Chandler,2007,1,2007-08,32,242,106,0.4380165289256198,draft
1199,201163,Wilson Chandler,2007,2,2008-09,82,1051,455,0.4329210275927688,draft
1200,201163,Wilson Chandler,2007,3,2009-10,65,860,412,0.4790697674418605,draft
1201,201163,Wilson Chandler,2007,4,2010-11,72,952,429,0.45063025210084034,draft
1202,201164,Rudy Fernandez,2007,2,2008-09,78,629,268,0.4260731319554849,draft
1203,201164,Rudy Fernandez,2007,3,2009-10,61,422,160,0.3791469194312796,draft
1204,201164,Rudy Fernandez,2007,4,2010-11,78,575,213,0.37043478260869567,draft
1205,201165,Morris Almond,2007,2,2008-09,18,81,33,0.4074074074074074,draft
1206,201166,Aaron Brooks,2007,1,2007-08,49,225,93,0.41333333333333333,draft
1207,201166,Aaron Brooks,2007,2,2008-09,80,774,316,0.4082687338501292,draft
1208,201166,Aaron Brooks,2007,3,2009-10,82,1327,574,0.4325546345139412,draft
1209,201166,Aaron Brooks,2007,4,2010-11,59,579,220,0.3799654576856649,draft
1210,201168,Tiago Splitter,2007,4,2010-11,48,191,101,0.5287958115183246,draft
1211,201169,Alando Tucker,2007,2,2008-09,27,120,52,0.43333333333333335,draft
1212,201169,Alando Tucker,2007,3,2009-10,13,39,17,0.4358974358974359,draft
1213,201171,Carl Landry,2007,1,2007-08,41,219,135,0.6164383561643836,draft
1214,201171,Carl Landry,2007,2,2008-09,69,418,240,0.5741626794258373,draft
1215,201171,Carl Landry,2007,3,2009-10,80,931,499,0.5359828141783028,draft
1216,201171,Carl Landry,2007,4,2010-11,76,685,345,0.5036496350364964,draft
1217,201172,Gabe Pruitt,2007,1,2007-08,13,39,14,0.358974358974359,draft
1218,201172,Gabe Pruitt,2007,2,2008-09,34,101,31,0.3069306930693069,draft
1219,201174,Nick Fazekas,2007,1,2007-08,25,82,46,0.5609756097560976,draft
1220,201175,Glen Davis,2007,1,2007-08,61,221,107,0.4841628959276018,draft
1221,201175,Glen Davis,2007,2,2008-09,76,448,199,0.44419642857142855,draft
1222,201175,Glen Davis,2007,3,2009-10,54,278,122,0.43884892086330934,draft
1223,201175,Glen Davis,2007,4,2010-11,78,799,359,0.4493116395494368,draft
1224,201176,Jermareo Davidson,2007,1,2007-08,32,125,51,0.408,draft
1225,201176,Jermareo Davidson,2007,2,2008-09,10,35,17,0.4857142857142857,draft
1226,201177,Josh McRoberts,2007,2,2008-09,27,83,35,0.42168674698795183,draft
1227,201177,Josh McRoberts,2007,3,2009-10,34,145,76,0.5241379310344828,draft
1228,201177,Josh McRoberts,2007,4,2010-11,71,386,211,0.5466321243523317,draft
1229,201178,Kyrylo Fesenko,2007,2,2008-09,17,36,21,0.5833333333333334,draft
1230,201178,Kyrylo Fesenko,2007,3,2009-10,32,95,52,0.5473684210526316,draft
1231,201178,Kyrylo Fesenko,2007,4,2010-11,39,100,44,0.44,draft
1232,201181,Chris Richard,2007,1,2007-08,36,87,41,0.47126436781609193,draft
1233,201181,Chris Richard,2007,3,2009-10,13,29,15,0.5172413793103449,draft
1234,201186,Stephane Lasme,2007,1,2007-08,14,71,32,0.4507042253521127,draft
1235,201187,Dominic McGuire,2007,1,2007-08,44,103,39,0.3786407766990291,draft
1236,201187,Dominic McGuire,2007,2,2008-09,74,324,140,0.43209876543209874,draft
1237,201187,Dominic McGuire,2007,3,2009-10,31,52,19,0.36538461538461536,draft
1238,201187,Dominic McGuire,2007,4,2010-11,45,182,72,0.3956043956043956,draft
1239,201188,Marc Gasol,2007,2,2008-09,82,661,350,0.529500756429652,draft
1240,201188,Marc Gasol,2007,3,2009-10,69,651,378,0.5806451612903226,draft
1241,201188,Marc Gasol,2007,4,2010-11,81,687,364,0.529839883551674,draft
1242,201189,Aaron Gray,2007,1,2007-08,53,204,103,0.5049019607843137,draft
1243,201189,Aaron Gray,2007,2,2008-09,48,166,81,0.4879518072289157,draft
1244,201189,Aaron Gray,2007,3,2009-10,26,82,42,0.5121951219512195,draft
1245,201189,Aaron Gray,2007,4,2010-11,32,99,56,0.5656565656565656,draft
1246,201192,Taurean Green,2007,1,2007-08,12,25,7,0.28,draft
1247,201196,Ramon Sessions,2007,1,2007-08,16,115,51,0.4434782608695652,draft
1248,201196,Ramon Sessions,2007,2,2008-09,79,774,345,0.44573643410852715,draft
1249,201196,Ramon Sessions,2007,3,2009-10,82,554,253,0.4566787003610108,draft
1250,201196,Ramon Sessions,2007,4,2010-11,81,776,362,0.46649484536082475,draft
1251,201563,Michael Beasley,2008,3,2010-11,73,1246,561,0.45024077046548955,draft
1252,201563,Michael Beasley,2008,4,2011-12,47,495,221,0.44646464646464645,draft
1253,201564,O.J. Mayo,2008,1,2008-09,82,1280,562,0.4390625,draft
1254,201564,O.J. Mayo,2008,2,2009-10,82,1181,542,0.45893310753598643,draft
1255,201564,O.J. Mayo,2008,3,2010-11,71,742,304,0.40970350404312667,draft
1256,201564,O.J. Mayo,2008,4,2011-12,66,735,300,0.40816326530612246,draft
1257,201565,Derrick Rose,2008,1,2008-09,81,1202,574,0.47753743760399336,draft
1258,201565,Derrick Rose,2008,2,2009-10,78,1371,672,0.49015317286652077,draft
1259,201565,Derrick Rose,2008,3,2010-11,81,1589,711,0.44745122718691,draft
1260,201565,Derrick Rose,2008,4,2011-12,39,690,302,0.43768115942028984,draft
1261,201566,Russell Westbrook,2008,1,2008-09,82,1092,436,0.3992673992673993,draft
1262,201566,Russell Westbrook,2008,2,2009-10,82,1159,485,0.4184641932700604,draft
1263,201566,Russell Westbrook,2008,3,2010-11,82,1390,614,0.441726618705036,draft
1264,201566,Russell Westbrook,2008,4,2011-12,66,1264,578,0.4572784810126582,draft
1265,201567,Kevin Love,2008,1,2008-09,81,683,316,0.46266471449487556,draft
1266,201567,Kevin Love,2008,2,2009-10,60,641,291,0.4539781591263651,draft
1267,201567,Kevin Love,2008,3,2010-11,73,1022,482,0.47162426614481406,draft
1268,201567,Kevin Love,2008,4,2011-12,55,1057,474,0.44843897824030277,draft
1269,201568,Danilo Gallinari,2008,1,2008-09,28,125,56,0.448,draft
1270,201568,Danilo Gallinari,2008,2,2009-10,81,927,392,0.4228694714131607,draft
1271,201568,Danilo Gallinari,2008,3,2010-11,62,639,265,0.41471048513302033,draft
1272,201568,Danilo Gallinari,2008,4,2011-12,43,465,193,0.4150537634408602,draft
1273,201569,Eric Gordon,2008,1,2008-09,78,896,411,0.45870535714285715,draft
1274,201569,Eric Gordon,2008,2,2009-10,62,782,352,0.45012787723785164,draft
1275,201569,Eric Gordon,2008,3,2010-11,56,948,427,0.45042194092827004,draft
1276,201569,Eric Gordon,2008,4,2011-12,9,140,63,0.45,draft
1277,201570,Joe Alexander,2008,1,2008-09,53,245,102,0.4163265306122449,draft
1278,201571,D.J. Augustin,2008,1,2008-09,72,619,267,0.43134087237479807,draft
1279,201571,D.J. Augustin,2008,2,2009-10,79,430,168,0.39069767441860465,draft
1280,201571,D.J. Augustin,2008,3,2010-11,82,952,399,0.41911764705882354,draft
1281,201571,D.J. Augustin,2008,4,2011-12,47,485,183,0.37731958762886597,draft
1282,201572,Brook Lopez,2008,1,2008-09,82,844,448,0.5308056872037915,draft
1283,201572,Brook Lopez,2008,2,2009-10,82,1129,563,0.49867139061116034,draft
1284,201572,Brook Lopez,2008,3,2010-11,82,1309,644,0.4919786096256685,draft
1285,201572,Brook Lopez,2008,4,2011-12,5,77,38,0.4935064935064935,draft
1286,201573,Jerryd Bayless,2008,1,2008-09,47,188,69,0.3670212765957447,draft
1287,201573,Jerryd Bayless,2008,2,2009-10,71,483,200,0.4140786749482402,draft
1288,201573,Jerryd Bayless,2008,3,2010-11,69,517,218,0.42166344294003866,draft
1289,201573,Jerryd Bayless,2008,4,2011-12,30,276,117,0.42391304347826086,draft
1290,201574,Jason Thompson,2008,1,2008-09,82,713,356,0.4992987377279102,draft
1291,201574,Jason Thompson,2008,2,2009-10,75,782,370,0.4731457800511509,draft
1292,201574,Jason Thompson,2008,3,2010-11,75,534,271,0.5074906367041199,draft
1293,201574,Jason Thompson,2008,4,2011-12,63,443,237,0.5349887133182845,draft
1294,201575,Brandon Rush,2008,1,2008-09,72,574,243,0.42334494773519166,draft
1295,201575,Brandon Rush,2008,2,2009-10,82,702,297,0.4230769230769231,draft
1296,201575,Brandon Rush,2008,3,2010-11,67,514,217,0.42217898832684825,draft
1297,201575,Brandon Rush,2008,4,2011-12,64,468,235,0.5021367521367521,draft
1298,201576,Anthony Randolph,2008,1,2008-09,60,431,199,0.4617169373549884,draft
1299,201576,Anthony Randolph,2008,2,2009-10,33,308,137,0.4448051948051948,draft
1300,201576,Anthony Randolph,2008,3,2010-11,37,263,123,0.467680608365019,draft
1301,201576,Anthony Randolph,2008,4,2011-12,32,200,94,0.47,draft
1302,201577,Robin Lopez,2008,1,2008-09,48,137,71,0.5182481751824818,draft
1303,201577,Robin Lopez,2008,2,2009-10,45,291,171,0.5876288659793815,draft
1304,201577,Robin Lopez,2008,3,2010-11,64,357,179,0.5014005602240896,draft
1305,201577,Robin Lopez,2008,4,2011-12,61,269,124,0.46096654275092935,draft
1306,201578,Marreese Speights,2008,1,2008-09,76,500,252,0.504,draft
1307,201578,Marreese Speights,2008,2,2009-10,62,442,212,0.4796380090497738,draft
1308,201578,Marreese Speights,2008,3,2010-11,59,290,144,0.496551724137931,draft
1309,201578,Marreese Speights,2008,4,2011-12,60,487,221,0.4537987679671458,draft
1310,201579,Roy Hibbert,2008,1,2008-09,67,420,198,0.4714285714285714,draft
1311,201579,Roy Hibbert,2008,2,2009-10,81,782,387,0.4948849104859335,draft
1312,201579,Roy Hibbert,2008,3,2010-11,81,889,410,0.4611923509561305,draft
1313,201579,Roy Hibbert,2008,4,2011-12,65,668,332,0.49700598802395207,draft
1314,201580,JaVale McGee,2008,1,2008-09,71,387,191,0.4935400516795866,draft
1315,201580,JaVale McGee,2008,2,2009-10,55,307,156,0.50814332247557,draft
1316,201580,JaVale McGee,2008,3,2010-11,79,604,332,0.5496688741721855,draft
1317,201580,JaVale McGee,2008,4,2011-12,61,552,307,0.5561594202898551,draft
1318,201581,JJ Hickson,2008,1,2008-09,54,194,100,0.5154639175257731,draft
1319,201581,JJ Hickson,2008,2,2009-10,81,521,289,0.5547024952015355,draft
1320,201581,JJ Hickson,2008,3,2010-11,80,936,429,0.4583333333333333,draft
1321,201581,JJ Hickson,2008,4,2011-12,53,392,183,0.46683673469387754,draft
1322,201582,Alexis Ajinca,2008,1,2008-09,27,69,25,0.36231884057971014,draft
1323,201582,Alexis Ajinca,2008,3,2010-11,32,133,59,0.44360902255639095,draft
1324,201583,Ryan Anderson,2008,1,2008-09,64,407,160,0.3931203931203931,draft
1325,201583,Ryan Anderson,2008,2,2009-10,60,388,169,0.43556701030927836,draft
1326,201583,Ryan Anderson,2008,3,2010-11,62,524,226,0.4312977099236641,draft
1327,201583,Ryan Anderson,2008,4,2011-12,61,757,332,0.4385733157199472,draft
1328,201584,Courtney Lee,2008,1,2008-09,76,540,243,0.45,draft
1329,201584,Courtney Lee,2008,2,2009-10,71,773,337,0.4359637774902975,draft
1330,201584,Courtney Lee,2008,3,2010-11,80,576,253,0.4392361111111111,draft
1331,201584,Courtney Lee,2008,4,2011-12,58,580,251,0.43275862068965515,draft
1332,201585,Kosta Koufos,2008,1,2008-09,42,185,94,0.5081081081081081,draft
1333,201585,Kosta Koufos,2008,2,2009-10,22,47,22,0.46808510638297873,draft
1334,201585,Kosta Koufos,2008,3,2010-11,41,149,68,0.4563758389261745,draft
1335,201585,Kosta Koufos,2008,4,2011-12,43,192,115,0.5989583333333334,draft
1336,201586,Serge Ibaka,2008,2,2009-10,67,370,201,0.5432432432432432,draft
1337,201586,Serge Ibaka,2008,3,2010-11,81,617,335,0.5429497568881686,draft
1338,201586,Serge Ibaka,2008,4,2011-12,66,490,262,0.5346938775510204,draft
1339,201587,Nicolas Batum,2008,1,2008-09,79,361,161,0.44598337950138506,draft
1340,201587,Nicolas Batum,2008,2,2009-10,37,268,139,0.5186567164179104,draft
1341,201587,Nicolas Batum,2008,3,2010-11,80,803,367,0.45703611457036114,draft
1342,201587,Nicolas Batum,2008,4,2011-12,59,641,289,0.45085803432137284,draft
1343,201588,George Hill,2008,1,2008-09,73,370,150,0.40540540540540543,draft
1344,201588,George Hill,2008,2,2009-10,78,736,353,0.4796195652173913,draft
1345,201588,George Hill,2008,3,2010-11,76,632,287,0.4541139240506329,draft
1346,201588,George Hill,2008,4,2011-12,50,378,168,0.4444444444444444,draft
1347,201589,Darrell Arthur,2008,1,2008-09,73,436,191,0.4380733944954128,draft
1348,201589,Darrell Arthur,2008,2,2009-10,31,145,63,0.43448275862068964,draft
1349,201589,Darrell Arthur,2008,3,2010-11,79,624,310,0.4967948717948718,draft
1350,201590,Donte Greene,2008,1,2008-09,52,236,77,0.326271186440678,draft
1351,201590,Donte Greene,2008,2,2009-10,76,553,244,0.4412296564195298,draft
1352,201590,Donte Greene,2008,3,2010-11,64,386,156,0.40414507772020725,draft
1353,201590,Donte Greene,2008,4,2011-12,51,266,108,0.40601503759398494,draft
1354,201591,DJ White,2008,1,2008-09,7,50,26,0.52,draft
1355,201591,DJ White,2008,2,2009-10,11,41,25,0.6097560975609756,draft
1356,201591,DJ White,2008,3,2010-11,46,219,111,0.5068493150684932,draft
1357,201591,DJ White,2008,4,2011-12,57,353,174,0.49291784702549574,draft
1358,201592,J.R. Giddens,2008,2,2009-10,21,59,28,0.4745762711864407,draft
1359,201593,Nikola Pekovic,2008,3,2010-11,62,263,136,0.5171102661596958,draft
1360,201593,Nikola Pekovic,2008,4,2011-12,46,454,256,0.5638766519823789,draft
1361,201595,Joey Dorsey,2008,3,2010-11,31,99,52,0.5252525252525253,draft
1362,201596,Mario Chalmers,2008,1,2008-09,82,655,278,0.42442748091603055,draft
1363,201596,Mario Chalmers,2008,2,2009-10,73,450,182,0.40444444444444444,draft
1364,201596,Mario Chalmers,2008,3,2010-11,69,386,154,0.39896373056994816,draft
1365,201596,Mario Chalmers,2008,4,2011-12,64,498,223,0.44779116465863456,draft
1366,201599,DeAndre Jordan,2008,1,2008-09,42,147,93,0.6326530612244898,draft
1367,201599,DeAndre Jordan,2008,2,2009-10,62,238,144,0.6050420168067226,draft
1368,201599,DeAndre Jordan,2008,3,2010-11,77,341,234,0.6862170087976539,draft
1369,201599,DeAndre Jordan,2008,4,2011-12,65,326,206,0.6319018404907976,draft
1370,201600,Omer Asik,2008,3,2010-11,61,141,78,0.5531914893617021,draft
1371,201600,Omer Asik,2008,4,2011-12,56,156,79,0.5064102564102564,draft
1372,201601,Luc Mbah a Moute,2008,1,2008-09,81,491,227,0.4623217922606925,draft
1373,201601,Luc Mbah a Moute,2008,2,2009-10,70,369,177,0.4796747967479675,draft
1374,201601,Luc Mbah a Moute,2008,3,2010-11,78,427,198,0.4637002341920375,draft
1375,201601,Luc Mbah a Moute,2008,4,2011-12,43,261,133,0.5095785440613027,draft
1376,201602,Kyle Weaver,2008,1,2008-09,53,244,113,0.46311475409836067,draft
1377,201602,Kyle Weaver,2008,2,2009-10,11,33,12,0.36363636363636365,draft
1378,201602,Kyle Weaver,2008,3,2010-11,5,25,9,0.36,draft
1379,201603,Sonny Weems,2008,1,2008-09,9,25,8,0.32,draft
1380,201603,Sonny Weems,2008,2,2009-10,66,456,236,0.5175438596491229,draft
1381,201603,Sonny Weems,2008,3,2010-11,58,512,228,0.4453125,draft
1382,201604,Chris Douglas-Roberts,2008,1,2008-09,39,175,81,0.46285714285714286,draft
1383,201604,Chris Douglas-Roberts,2008,2,2009-10,67,572,255,0.4458041958041958,draft
1384,201604,Chris Douglas-Roberts,2008,3,2010-11,42,273,117,0.42857142857142855,draft
1385,201605,Nathan Jawai,2008,2,2009-10,37,110,49,0.44545454545454544,draft
1386,201606,Sean Singletary,2008,1,2008-09,29,83,31,0.37349397590361444,draft
1387,201609,Goran Dragic,2008,1,2008-09,54,222,88,0.3963963963963964,draft
1388,201609,Goran Dragic,2008,2,2009-10,80,489,222,0.4539877300613497,draft
1389,201609,Goran Dragic,2008,3,2010-11,70,441,192,0.43537414965986393,draft
1390,201609,Goran Dragic,2008,4,2011-12,66,600,277,0.46166666666666667,draft
1391,201611,Henry Walker,2008,1,2008-09,21,58,36,0.6206896551724138,draft
1392,201611,Henry Walker,2008,2,2009-10,29,232,120,0.5172413793103449,draft
1393,201611,Henry Walker,2008,3,2010-11,55,236,104,0.4406779661016949,draft
1394,201611,Henry Walker,2008,4,2011-12,32,171,68,0.39766081871345027,draft
1395,201612,Malik Hairston,2008,1,2008-09,10,49,24,0.4897959183673469,draft
1396,201612,Malik Hairston,2008,2,2009-10,26,76,40,0.5263157894736842,draft
1397,201616,Darnell Jackson,2008,1,2008-09,38,86,37,0.43023255813953487,draft
1398,201616,Darnell Jackson,2008,2,2009-10,15,30,9,0.3,draft
1399,201616,Darnell Jackson,2008,3,2010-11,48,156,77,0.4935897435897436,draft
1400,201623,Semih Erden,2008,3,2010-11,36,111,62,0.5585585585585585,draft
1401,201623,Semih Erden,2008,4,2011-12,22,74,39,0.527027027027027,draft
1402,201933,Blake Griffin,2009,2,2010-11,82,1373,696,0.5069191551347414,draft
1403,201933,Blake Griffin,2009,3,2011-12,66,1019,561,0.55053974484789,draft
1404,201933,Blake Griffin,2009,4,2012-13,80,1072,577,0.5382462686567164,draft
1405,201934,Hasheem Thabeet,2009,1,2009-10,51,131,77,0.5877862595419847,draft
1406,201934,Hasheem Thabeet,2009,2,2010-11,26,40,17,0.425,draft
1407,201934,Hasheem Thabeet,2009,4,2012-13,44,106,64,0.6037735849056604,draft
1408,201935,James Harden,2009,1,2009-10,76,576,233,0.4045138888888889,draft
1409,201935,James Harden,2009,2,2010-11,82,683,298,0.4363103953147877,draft
1410,201935,James Harden,2009,3,2011-12,62,629,309,0.4912559618441971,draft
1411,201935,James Harden,2009,4,2012-13,78,1336,585,0.437874251497006,draft
1412,201936,Tyreke Evans,2009,1,2009-10,72,1161,533,0.4590869939707149,draft
1413,201936,Tyreke Evans,2009,2,2010-11,57,931,381,0.4092373791621912,draft
1414,201936,Tyreke Evans,2009,3,2011-12,63,898,408,0.45434298440979953,draft
1415,201936,Tyreke Evans,2009,4,2012-13,65,760,365,0.48026315789473684,draft
1416,201937,Ricky Rubio,2009,3,2011-12,41,388,139,0.3582474226804124,draft
1417,201937,Ricky Rubio,2009,4,2012-13,56,514,185,0.35992217898832685,draft
1418,201938,Jonny Flynn,2009,1,2009-10,81,952,397,0.4170168067226891,draft
1419,201938,Jonny Flynn,2009,2,2010-11,53,294,108,0.3673469387755102,draft
1420,201938,Jonny Flynn,2009,3,2011-12,27,131,46,0.3511450381679389,draft
1421,201939,Stephen Curry,2009,1,2009-10,79,1138,528,0.46397188049209137,draft
1422,201939,Stephen Curry,2009,2,2010-11,74,1051,505,0.4804947668886774,draft
1423,201939,Stephen Curry,2009,3,2011-12,25,296,145,0.48986486486486486,draft
1424,201939,Stephen Curry,2009,4,2012-13,78,1382,626,0.45296671490593343,draft
1425,201941,Jordan Hill,2009,1,2009-10,45,201,99,0.4925373134328358,draft
1426,201941,Jordan Hill,2009,2,2010-11,64,351,173,0.4928774928774929,draft
1427,201941,Jordan Hill,2009,3,2011-12,37,165,82,0.49696969696969695,draft
1428,201941,Jordan Hill,2009,4,2012-13,28,153,77,0.5032679738562091,draft
1429,201942,DeMar DeRozan,2009,1,2009-10,77,510,255,0.5,draft
1430,201942,DeMar DeRozan,2009,2,2010-11,82,1150,539,0.46869565217391307,draft
1431,201942,DeMar DeRozan,2009,3,2011-12,63,902,381,0.4223946784922395,draft
1432,201942,DeMar DeRozan,2009,4,2012-13,82,1231,548,0.44516653127538586,draft
1433,201943,Brandon Jennings,2009,1,2009-10,82,1215,451,0.37119341563786007,draft
1434,201943,Brandon Jennings,2009,2,2010-11,63,924,361,0.3906926406926407,draft
1435,201943,Brandon Jennings,2009,3,2011-12,66,1117,468,0.41897940913160253,draft
1436,201943,Brandon Jennings,2009,4,2012-13,80,1246,497,0.398876404494382,draft
1437,201944,Terrence Williams,2009,1,2009-10,75,646,260,0.4024767801857585,draft
1438,201944,Terrence Williams,2009,2,2010-11,21,115,43,0.3739130434782609,draft
1439,201944,Terrence Williams,2009,3,2011-12,29,196,85,0.4336734693877551,draft
1440,201944,Terrence Williams,2009,4,2012-13,19,97,48,0.4948453608247423,draft
1441,201945,Gerald Henderson,2009,1,2009-10,36,103,37,0.3592233009708738,draft
1442,201945,Gerald Henderson,2009,2,2010-11,68,569,259,0.45518453427065025,draft
