tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label
2305,1626144,Emmanuel Mudiay,2015,2,2016-17,54,550,208,0.3781818181818182,draft
2306,1626144,Emmanuel Mudiay,2015,3,2017-18,64,523,204,0.390057361376673,draft
2307,1626144,Emmanuel Mudiay,2015,4,2018-19,58,740,330,0.44594594594594594,draft
2308,1626145,Tyus Jones,2015,1,2015-16,37,156,56,0.358974358974359,draft
2309,1626145,Tyus Jones,2015,2,2016-17,50,181,75,0.4143646408839779,draft
2310,1626145,Tyus Jones,2015,3,2017-18,78,326,150,0.4601226993865031,draft
2311,1626145,Tyus Jones,2015,4,2018-19,67,446,185,0.4147982062780269,draft
2312,1626147,Justin Anderson,2015,1,2015-16,49,175,71,0.4057142857142857,draft
2313,1626147,Justin Anderson,2015,2,2016-17,70,437,186,0.425629290617849,draft
2314,1626147,Justin Anderson,2015,3,2017-18,37,201,87,0.43283582089552236,draft
2315,1626147,Justin Anderson,2015,4,2018-19,40,156,64,0.41025641025641024,draft
2316,1626148,Anthony Brown,2015,1,2015-16,27,126,39,0.30952380952380953,draft
2317,1626148,Anthony Brown,2015,2,2016-17,11,50,18,0.36,draft
2318,1626149,Montrezl Harrell,2015,1,2015-16,28,90,58,0.6444444444444445,draft
2319,1626149,Montrezl Harrell,2015,2,2016-17,56,344,225,0.6540697674418605,draft
2320,1626149,Montrezl Harrell,2015,3,2017-18,75,547,348,0.6361974405850092,draft
2321,1626149,Montrezl Harrell,2015,4,2018-19,82,886,546,0.6162528216704289,draft
2322,1626150,Andrew Harrison,2015,2,2016-17,69,355,117,0.3295774647887324,draft
2323,1626150,Andrew Harrison,2015,3,2017-18,56,429,181,0.4219114219114219,draft
2324,1626150,Andrew Harrison,2015,4,2018-19,15,52,16,0.3076923076923077,draft
2325,1626153,Delon Wright,2015,1,2015-16,20,80,36,0.45,draft
2326,1626153,Delon Wright,2015,2,2016-17,24,116,49,0.4224137931034483,draft
2327,1626153,Delon Wright,2015,3,2017-18,68,430,201,0.46744186046511627,draft
2328,1626153,Delon Wright,2015,4,2018-19,73,557,242,0.43447037701974867,draft
2329,1626154,RJ Hunter,2015,1,2015-16,33,98,36,0.3673469387755102,draft
2330,1626155,Sam Dekker,2015,2,2016-17,75,427,203,0.47540983606557374,draft
2331,1626155,Sam Dekker,2015,3,2017-18,64,258,128,0.49612403100775193,draft
2332,1626155,Sam Dekker,2015,4,2018-19,44,256,120,0.46875,draft
2333,1626156,D'Angelo Russell,2015,1,2015-16,80,949,391,0.41201264488935724,draft
2334,1626156,D'Angelo Russell,2015,2,2016-17,62,864,351,0.40625,draft
2335,1626156,D'Angelo Russell,2015,3,2017-18,48,672,278,0.41369047619047616,draft
2336,1626156,D'Angelo Russell,2015,4,2018-19,81,1516,659,0.4346965699208443,draft
2337,1626157,Karl-Anthony Towns,2015,1,2015-16,82,1153,625,0.5420641803989592,draft
2338,1626157,Karl-Anthony Towns,2015,2,2016-17,82,1476,802,0.5433604336043361,draft
2339,1626157,Karl-Anthony Towns,2015,3,2017-18,82,1171,639,0.5456874466268147,draft
2340,1626157,Karl-Anthony Towns,2015,4,2018-19,77,1314,681,0.5182648401826484,draft
2341,1626158,Richaun Holmes,2015,1,2015-16,47,221,114,0.5158371040723982,draft
2342,1626158,Richaun Holmes,2015,2,2016-17,57,412,230,0.558252427184466,draft
2343,1626158,Richaun Holmes,2015,3,2017-18,47,240,135,0.5625,draft
2344,1626158,Richaun Holmes,2015,4,2018-19,66,365,222,0.6082191780821918,draft
2345,1626159,Justise Winslow,2015,1,2015-16,78,459,195,0.42483660130718953,draft
2346,1626159,Justise Winslow,2015,2,2016-17,18,224,80,0.35714285714285715,draft
2347,1626159,Justise Winslow,2015,3,2017-18,67,486,207,0.42592592592592593,draft
2348,1626159,Justise Winslow,2015,4,2018-19,66,748,324,0.43315508021390375,draft
2349,1626161,Willie Cauley-Stein,2015,1,2015-16,61,339,191,0.5634218289085545,draft
2350,1626161,Willie Cauley-Stein,2015,2,2016-17,70,481,255,0.5301455301455301,draft
2351,1626161,Willie Cauley-Stein,2015,3,2017-18,73,771,388,0.503242542153048,draft
2352,1626161,Willie Cauley-Stein,2015,4,2018-19,80,740,412,0.5567567567567567,draft
2353,1626162,Kelly Oubre Jr.,2015,1,2015-16,48,211,90,0.4265402843601896,draft
2354,1626162,Kelly Oubre Jr.,2015,2,2016-17,76,441,186,0.4217687074829932,draft
2355,1626162,Kelly Oubre Jr.,2015,3,2017-18,81,790,318,0.40253164556962023,draft
2356,1626162,Kelly Oubre Jr.,2015,4,2018-19,69,842,375,0.44536817102137766,draft
2357,1626163,Frank Kaminsky,2015,1,2015-16,79,524,215,0.41030534351145037,draft
2358,1626163,Frank Kaminsky,2015,2,2016-17,75,797,320,0.4015056461731493,draft
2359,1626163,Frank Kaminsky,2015,3,2017-18,79,716,307,0.42877094972067037,draft
2360,1626163,Frank Kaminsky,2015,4,2018-19,44,298,138,0.46308724832214765,draft
2361,1626164,Devin Booker,2015,1,2015-16,74,866,367,0.4237875288683603,draft
2362,1626164,Devin Booker,2015,2,2016-17,78,1429,606,0.42407277816655004,draft
2363,1626164,Devin Booker,2015,3,2017-18,54,1051,455,0.4329210275927688,draft
2364,1626164,Devin Booker,2015,4,2018-19,64,1252,585,0.4672523961661342,draft
2365,1626166,Cameron Payne,2015,1,2015-16,51,278,114,0.41007194244604317,draft
2366,1626166,Cameron Payne,2015,2,2016-17,30,192,64,0.3333333333333333,draft
2367,1626166,Cameron Payne,2015,3,2017-18,25,215,87,0.4046511627906977,draft
2368,1626166,Cameron Payne,2015,4,2018-19,37,222,96,0.43243243243243246,draft
2369,1626167,Myles Turner,2015,1,2015-16,59,530,264,0.4981132075471698,draft
2370,1626167,Myles Turner,2015,2,2016-17,81,868,444,0.511520737327189,draft
2371,1626167,Myles Turner,2015,3,2017-18,65,638,306,0.47962382445141066,draft
2372,1626167,Myles Turner,2015,4,2018-19,74,780,380,0.48717948717948717,draft
2373,1626168,Trey Lyles,2015,1,2015-16,74,435,191,0.43908045977011495,draft
2374,1626168,Trey Lyles,2015,2,2016-17,66,437,159,0.36384439359267734,draft
2375,1626168,Trey Lyles,2015,3,2017-18,69,548,270,0.4927007299270073,draft
2376,1626168,Trey Lyles,2015,4,2018-19,62,493,207,0.4198782961460446,draft
2377,1626169,Stanley Johnson,2015,1,2015-16,73,595,225,0.37815126050420167,draft
2378,1626169,Stanley Johnson,2015,2,2016-17,75,362,128,0.35359116022099446,draft
2379,1626169,Stanley Johnson,2015,3,2017-18,69,557,210,0.3770197486535009,draft
2380,1626169,Stanley Johnson,2015,4,2018-19,64,437,171,0.391304347826087,draft
2381,1626170,Jerian Grant,2015,1,2015-16,71,391,154,0.3938618925831202,draft
2382,1626170,Jerian Grant,2015,2,2016-17,60,300,128,0.4266666666666667,draft
2383,1626170,Jerian Grant,2015,3,2017-18,74,501,209,0.4171656686626746,draft
2384,1626170,Jerian Grant,2015,4,2018-19,57,220,92,0.41818181818181815,draft
2385,1626171,Bobby Portis,2015,1,2015-16,60,436,186,0.42660550458715596,draft
2386,1626171,Bobby Portis,2015,2,2016-17,61,374,183,0.4893048128342246,draft
2387,1626171,Bobby Portis,2015,3,2017-18,73,810,382,0.47160493827160493,draft
2388,1626171,Bobby Portis,2015,4,2018-19,50,628,279,0.4442675159235669,draft
2389,1626172,Kevon Looney,2015,2,2016-17,46,107,56,0.5233644859813084,draft
2390,1626172,Kevon Looney,2015,3,2017-18,54,192,112,0.5833333333333334,draft
2391,1626172,Kevon Looney,2015,4,2018-19,77,346,217,0.6271676300578035,draft
2392,1626173,Rashad Vaughn,2015,1,2015-16,66,265,81,0.30566037735849055,draft
2393,1626173,Rashad Vaughn,2015,2,2016-17,30,156,57,0.36538461538461536,draft
2394,1626173,Rashad Vaughn,2015,3,2017-18,17,56,23,0.4107142857142857,draft
2395,1626178,Rondae Hollis-Jefferson,2015,1,2015-16,28,138,63,0.45652173913043476,draft
2396,1626178,Rondae Hollis-Jefferson,2015,2,2016-17,78,541,235,0.4343807763401109,draft
2397,1626178,Rondae Hollis-Jefferson,2015,3,2017-18,68,724,342,0.4723756906077348,draft
2398,1626178,Rondae Hollis-Jefferson,2015,4,2018-19,58,487,200,0.4106776180698152,draft
2399,1626179,Terry Rozier,2015,1,2015-16,34,106,29,0.27358490566037735,draft
2400,1626179,Terry Rozier,2015,2,2016-17,73,407,150,0.36855036855036855,draft
2401,1626179,Terry Rozier,2015,3,2017-18,80,798,316,0.39598997493734334,draft
2402,1626179,Terry Rozier,2015,4,2018-19,79,666,258,0.38738738738738737,draft
2403,1626181,Norman Powell,2015,1,2015-16,45,228,97,0.42543859649122806,draft
2404,1626181,Norman Powell,2015,2,2016-17,73,505,227,0.4495049504950495,draft
2405,1626181,Norman Powell,2015,3,2017-18,65,374,150,0.40106951871657753,draft
2406,1626181,Norman Powell,2015,4,2018-19,59,397,193,0.48614609571788414,draft
2407,1626185,Jarell Martin,2015,1,2015-16,25,115,54,0.46956521739130436,draft
2408,1626185,Jarell Martin,2015,2,2016-17,38,150,58,0.38666666666666666,draft
2409,1626185,Jarell Martin,2015,3,2017-18,72,494,221,0.4473684210526316,draft
2410,1626185,Jarell Martin,2015,4,2018-19,35,104,43,0.41346153846153844,draft
2411,1626191,Chris McCullough,2015,1,2015-16,24,108,44,0.4074074074074074,draft
2412,1626191,Chris McCullough,2015,2,2016-17,14,32,16,0.5,draft
2413,1626191,Chris McCullough,2015,3,2017-18,16,42,18,0.42857142857142855,draft
2414,1626192,Pat Connaughton,2015,1,2015-16,24,49,13,0.2653061224489796,draft
2415,1626192,Pat Connaughton,2015,2,2016-17,24,72,37,0.5138888888888888,draft
2416,1626192,Pat Connaughton,2015,3,2017-18,81,389,165,0.4241645244215938,draft
2417,1626192,Pat Connaughton,2015,4,2018-19,58,350,163,0.4657142857142857,draft
2418,1626195,Willy Hernangomez,2015,2,2016-17,65,465,246,0.5290322580645161,draft
2419,1626195,Willy Hernangomez,2015,3,2017-18,39,164,91,0.5548780487804879,draft
2420,1626195,Willy Hernangomez,2015,4,2018-19,57,295,153,0.5186440677966102,draft
2421,1626196,Josh Richardson,2015,1,2015-16,46,272,123,0.4522058823529412,draft
2422,1626196,Josh Richardson,2015,2,2016-17,53,512,202,0.39453125,draft
2423,1626196,Josh Richardson,2015,3,2017-18,81,884,399,0.4513574660633484,draft
2424,1626196,Josh Richardson,2015,4,2018-19,73,1026,423,0.41228070175438597,draft
2425,1626199,Darrun Hilliard,2015,1,2015-16,35,130,52,0.4,draft
2426,1626199,Darrun Hilliard,2015,2,2016-17,32,126,47,0.373015873015873,draft
2427,1626202,Joe Young,2015,1,2015-16,35,168,62,0.36904761904761907,draft
2428,1626202,Joe Young,2015,2,2016-17,25,71,26,0.36619718309859156,draft
2429,1626202,Joe Young,2015,3,2017-18,49,185,80,0.43243243243243246,draft
2430,1626204,Larry Nance Jr.,2015,1,2015-16,58,298,158,0.5302013422818792,draft
2431,1626204,Larry Nance Jr.,2015,2,2016-17,61,358,190,0.5307262569832403,draft
2432,1626204,Larry Nance Jr.,2015,3,2017-18,66,410,240,0.5853658536585366,draft
2433,1626204,Larry Nance Jr.,2015,4,2018-19,66,478,249,0.5209205020920502,draft
2434,1626209,Mario Hezonja,2015,1,2015-16,74,415,181,0.43614457831325304,draft
2435,1626209,Mario Hezonja,2015,2,2016-17,60,327,117,0.3577981651376147,draft
2436,1626209,Mario Hezonja,2015,3,2017-18,73,617,273,0.44246353322528365,draft
2437,1626209,Mario Hezonja,2015,4,2018-19,56,464,191,0.41163793103448276,draft
2438,1626224,Cedi Osman,2015,3,2017-18,48,185,90,0.4864864864864865,draft
2439,1626224,Cedi Osman,2015,4,2018-19,76,844,360,0.4265402843601896,draft
2440,1627732,Ben Simmons,2016,2,2017-18,81,990,544,0.5494949494949495,draft
2441,1627732,Ben Simmons,2016,3,2018-19,79,960,540,0.5625,draft
2442,1627732,Ben Simmons,2016,4,2019-20,57,647,375,0.5795981452859351,draft
2443,1627733,Dragan Bender,2016,1,2016-17,41,160,57,0.35625,draft
2444,1627733,Dragan Bender,2016,2,2017-18,82,484,187,0.38636363636363635,draft
2445,1627733,Dragan Bender,2016,3,2018-19,42,197,88,0.4467005076142132,draft
2446,1627739,Kris Dunn,2016,1,2016-17,77,313,118,0.3769968051118211,draft
2447,1627739,Kris Dunn,2016,2,2017-18,52,665,286,0.43007518796992483,draft
2448,1627739,Kris Dunn,2016,3,2018-19,46,506,215,0.424901185770751,draft
2449,1627739,Kris Dunn,2016,4,2019-20,50,341,152,0.44574780058651026,draft
2450,1627740,Henry Ellenson,2016,1,2016-17,16,64,23,0.359375,draft
2451,1627740,Henry Ellenson,2016,2,2017-18,34,146,53,0.363013698630137,draft
2452,1627740,Henry Ellenson,2016,3,2018-19,19,95,39,0.4105263157894737,draft
2453,1627741,Buddy Hield,2016,1,2016-17,82,765,326,0.4261437908496732,draft
2454,1627741,Buddy Hield,2016,2,2017-18,80,931,416,0.44683136412459723,draft
2455,1627741,Buddy Hield,2016,3,2018-19,82,1358,623,0.4587628865979381,draft
2456,1627741,Buddy Hield,2016,4,2019-20,72,1162,498,0.42857142857142855,draft
2457,1627742,Brandon Ingram,2016,1,2016-17,79,680,275,0.40441176470588236,draft
2458,1627742,Brandon Ingram,2016,2,2017-18,59,760,358,0.4710526315789474,draft
2459,1627742,Brandon Ingram,2016,3,2018-19,52,729,362,0.49657064471879286,draft
2460,1627742,Brandon Ingram,2016,4,2019-20,62,1095,507,0.46301369863013697,draft
2461,1627744,Brice Johnson,2016,2,2017-18,14,42,20,0.47619047619047616,draft
2462,1627745,Damian Jones,2016,3,2018-19,23,74,53,0.7162162162162162,draft
2463,1627745,Damian Jones,2016,4,2019-20,50,178,121,0.6797752808988764,draft
2464,1627746,Skal Labissiere,2016,1,2016-17,30,218,117,0.536697247706422,draft
2465,1627746,Skal Labissiere,2016,2,2017-18,60,457,205,0.4485776805251641,draft
2466,1627746,Skal Labissiere,2016,3,2018-19,14,49,26,0.5306122448979592,draft
2467,1627746,Skal Labissiere,2016,4,2019-20,32,147,81,0.5510204081632653,draft
2468,1627747,Caris LeVert,2016,1,2016-17,57,380,171,0.45,draft
2469,1627747,Caris LeVert,2016,2,2017-18,71,735,320,0.43537414965986393,draft
2470,1627747,Caris LeVert,2016,3,2018-19,40,483,207,0.42857142857142855,draft
2471,1627747,Caris LeVert,2016,4,2019-20,45,732,311,0.4248633879781421,draft
2472,1627748,Thon Maker,2016,1,2016-17,51,179,81,0.45251396648044695,draft
2473,1627748,Thon Maker,2016,2,2017-18,69,315,130,0.4126984126984127,draft
2474,1627748,Thon Maker,2016,3,2018-19,61,268,109,0.40671641791044777,draft
2475,1627748,Thon Maker,2016,4,2019-20,50,192,93,0.484375,draft
2476,1627749,Dejounte Murray,2016,1,2016-17,31,116,50,0.43103448275862066,draft
2477,1627749,Dejounte Murray,2016,2,2017-18,78,609,270,0.4433497536945813,draft
2478,1627749,Dejounte Murray,2016,4,2019-20,66,637,294,0.46153846153846156,draft
2479,1627750,Jamal Murray,2016,1,2016-17,81,721,295,0.4091539528432732,draft
2480,1627750,Jamal Murray,2016,2,2017-18,81,1057,479,0.4531693472090823,draft
2481,1627750,Jamal Murray,2016,3,2018-19,75,1172,513,0.4377133105802048,draft
2482,1627750,Jamal Murray,2016,4,2019-20,59,891,408,0.45791245791245794,draft
2483,1627751,Jakob Poeltl,2016,1,2016-17,44,115,67,0.5826086956521739,draft
2484,1627751,Jakob Poeltl,2016,2,2017-18,81,384,253,0.6588541666666666,draft
2485,1627751,Jakob Poeltl,2016,3,2018-19,71,290,187,0.6448275862068965,draft
2486,1627751,Jakob Poeltl,2016,4,2019-20,64,266,166,0.6240601503759399,draft
2487,1627752,Taurean Prince,2016,1,2016-17,52,284,114,0.4014084507042254,draft
2488,1627752,Taurean Prince,2016,2,2017-18,82,975,415,0.4256410256410256,draft
2489,1627752,Taurean Prince,2016,3,2018-19,55,592,262,0.44256756756756754,draft
2490,1627752,Taurean Prince,2016,4,2019-20,64,735,278,0.3782312925170068,draft
2491,1627753,Zhou Qi,2016,2,2017-18,13,32,6,0.1875,draft
2492,1627755,Tyler Ulis,2016,1,2016-17,57,432,184,0.42592592592592593,draft
2493,1627755,Tyler Ulis,2016,2,2017-18,68,548,214,0.3905109489051095,draft
2494,1627756,Denzel Valentine,2016,1,2016-17,52,287,102,0.3554006968641115,draft
2495,1627756,Denzel Valentine,2016,2,2017-18,77,719,301,0.41863699582753827,draft
2496,1627756,Denzel Valentine,2016,4,2019-20,34,236,97,0.4110169491525424,draft
2497,1627757,Stephen Zimmerman,2016,1,2016-17,15,31,10,0.3225806451612903,draft
2498,1627759,Jaylen Brown,2016,1,2016-17,76,421,192,0.45605700712589076,draft
2499,1627759,Jaylen Brown,2016,2,2017-18,70,802,373,0.46508728179551123,draft
2500,1627759,Jaylen Brown,2016,3,2018-19,74,792,368,0.46464646464646464,draft
2501,1627759,Jaylen Brown,2016,4,2019-20,57,886,427,0.481941309255079,draft
2502,1627761,DeAndre' Bembry,2016,1,2016-17,30,97,47,0.4845360824742268,draft
2503,1627761,DeAndre' Bembry,2016,2,2017-18,25,128,53,0.4140625,draft
2504,1627761,DeAndre' Bembry,2016,3,2018-19,82,616,275,0.44642857142857145,draft
2505,1627761,DeAndre' Bembry,2016,4,2019-20,41,228,104,0.45614035087719296,draft
2506,1627763,Malcolm Brogdon,2016,1,2016-17,75,631,288,0.45641838351822506,draft
2507,1627763,Malcolm Brogdon,2016,2,2017-18,48,502,244,0.4860557768924303,draft
2508,1627763,Malcolm Brogdon,2016,3,2018-19,64,748,378,0.5053475935828877,draft
2509,1627763,Malcolm Brogdon,2016,4,2019-20,54,744,326,0.4381720430107527,draft
2510,1627767,Cheick Diallo,2016,1,2016-17,15,76,36,0.47368421052631576,draft
2511,1627767,Cheick Diallo,2016,2,2017-18,45,176,102,0.5795454545454546,draft
2512,1627767,Cheick Diallo,2016,3,2018-19,56,270,168,0.6222222222222222,draft
2513,1627767,Cheick Diallo,2016,4,2019-20,39,142,92,0.647887323943662,draft
2514,1627770,Kay Felder,2016,1,2016-17,36,158,62,0.3924050632911392,draft
2515,1627770,Kay Felder,2016,2,2017-18,15,70,21,0.3,draft
2516,1627772,Daniel Hamilton,2016,3,2018-19,18,60,23,0.38333333333333336,draft
2517,1627773,AJ Hammons,2016,1,2016-17,15,42,17,0.40476190476190477,draft
2518,1627774,Jake Layman,2016,1,2016-17,24,88,26,0.29545454545454547,draft
2519,1627774,Jake Layman,2016,2,2017-18,18,47,14,0.2978723404255319,draft
2520,1627774,Jake Layman,2016,3,2018-19,70,424,216,0.5094339622641509,draft
2521,1627774,Jake Layman,2016,4,2019-20,23,179,81,0.45251396648044695,draft
2522,1627775,Patrick McCaw,2016,1,2016-17,60,245,106,0.4326530612244898,draft
2523,1627775,Patrick McCaw,2016,2,2017-18,51,224,92,0.4107142857142857,draft
2524,1627775,Patrick McCaw,2016,3,2018-19,24,63,26,0.4126984126984127,draft
2525,1627775,Patrick McCaw,2016,4,2019-20,35,162,67,0.41358024691358025,draft
2526,1627777,Georges Niang,2016,1,2016-17,17,36,9,0.25,draft
2527,1627777,Georges Niang,2016,3,2018-19,53,181,86,0.47513812154696133,draft
2528,1627777,Georges Niang,2016,4,2019-20,62,322,141,0.43788819875776397,draft
2529,1627781,Malachi Richardson,2016,1,2016-17,20,67,28,0.417910447761194,draft
2530,1627781,Malachi Richardson,2016,2,2017-18,25,90,30,0.3333333333333333,draft
2531,1627781,Malachi Richardson,2016,3,2018-19,15,29,9,0.3103448275862069,draft
2532,1627783,Pascal Siakam,2016,1,2016-17,53,204,103,0.5049019607843137,draft
2533,1627783,Pascal Siakam,2016,2,2017-18,80,496,253,0.5100806451612904,draft
2534,1627783,Pascal Siakam,2016,3,2018-19,80,943,519,0.5503711558854719,draft
2535,1627783,Pascal Siakam,2016,4,2019-20,60,1104,500,0.4528985507246377,draft
2536,1627785,Isaiah Whitehead,2016,1,2016-17,72,504,204,0.40476190476190477,draft
2537,1627785,Isaiah Whitehead,2016,2,2017-18,16,86,40,0.46511627906976744,draft
2538,1627788,Furkan Korkmaz,2016,2,2017-18,11,28,8,0.2857142857142857,draft
2539,1627788,Furkan Korkmaz,2016,3,2018-19,45,243,98,0.40329218106995884,draft
2540,1627788,Furkan Korkmaz,2016,4,2019-20,72,563,242,0.42984014209591476,draft
2541,1627789,Timothe Luwawu-Cabarrot,2016,1,2016-17,66,359,145,0.403899721448468,draft
2542,1627789,Timothe Luwawu-Cabarrot,2016,2,2017-18,48,267,100,0.37453183520599254,draft
2543,1627789,Timothe Luwawu-Cabarrot,2016,3,2018-19,42,217,82,0.3778801843317972,draft
2544,1627789,Timothe Luwawu-Cabarrot,2016,4,2019-20,45,269,117,0.4349442379182156,draft
2545,1627790,Ante Zizic,2016,2,2017-18,24,67,49,0.7313432835820896,draft
2546,1627790,Ante Zizic,2016,3,2018-19,56,331,183,0.552870090634441,draft
2547,1627790,Ante Zizic,2016,4,2019-20,20,72,41,0.5694444444444444,draft
2548,1627820,Tyrone Wallace,2016,2,2017-18,29,247,110,0.44534412955465585,draft
2549,1627820,Tyrone Wallace,2016,3,2018-19,54,217,92,0.423963133640553,draft
2550,1627820,Tyrone Wallace,2016,4,2019-20,12,44,14,0.3181818181818182,draft
2551,1627823,Juancho Hernangomez,2016,1,2016-17,50,224,101,0.45089285714285715,draft
2552,1627823,Juancho Hernangomez,2016,2,2017-18,19,75,29,0.38666666666666666,draft
2553,1627823,Juancho Hernangomez,2016,3,2018-19,61,314,138,0.4394904458598726,draft
2554,1627823,Juancho Hernangomez,2016,4,2019-20,43,246,100,0.4065040650406504,draft
2555,1627824,Guerschon Yabusele,2016,2,2017-18,29,61,26,0.4262295081967213,draft
2556,1627824,Guerschon Yabusele,2016,3,2018-19,32,77,35,0.45454545454545453,draft
2557,1627826,Ivica Zubac,2016,1,2016-17,36,237,126,0.5316455696202531,draft
2558,1627826,Ivica Zubac,2016,2,2017-18,33,122,61,0.5,draft
2559,1627826,Ivica Zubac,2016,3,2018-19,57,379,212,0.5593667546174143,draft
2560,1627826,Ivica Zubac,2016,4,2019-20,72,385,236,0.612987012987013,draft
2561,1627834,Georgios Papagiannis,2016,1,2016-17,18,102,56,0.5490196078431373,draft
2562,1627834,Georgios Papagiannis,2016,2,2017-18,14,42,18,0.42857142857142855,draft
2563,1627835,Paul Zipser,2016,1,2016-17,41,220,88,0.4,draft
2564,1627835,Paul Zipser,2016,2,2017-18,53,234,81,0.34615384615384615,draft
2565,1627846,Abdel Nader,2016,2,2017-18,38,149,50,0.33557046979865773,draft
2566,1627846,Abdel Nader,2016,3,2018-19,53,214,91,0.4252336448598131,draft
2567,1627846,Abdel Nader,2016,4,2019-20,54,263,123,0.467680608365019,draft
2568,1628365,Markelle Fultz,2017,1,2017-18,14,111,45,0.40540540540540543,draft
2569,1628365,Markelle Fultz,2017,2,2018-19,19,154,65,0.42207792207792205,draft
2570,1628365,Markelle Fultz,2017,3,2019-20,72,764,358,0.468586387434555,draft
2571,1628365,Markelle Fultz,2017,4,2020-21,8,104,41,0.3942307692307692,draft
2572,1628366,Lonzo Ball,2017,1,2017-18,52,562,203,0.3612099644128114,draft
2573,1628366,Lonzo Ball,2017,2,2018-19,47,455,185,0.4065934065934066,draft
2574,1628366,Lonzo Ball,2017,3,2019-20,63,686,277,0.4037900874635568,draft
2575,1628366,Lonzo Ball,2017,4,2020-21,55,700,290,0.4142857142857143,draft
2576,1628367,Josh Jackson,2017,1,2017-18,77,929,389,0.418729817007535,draft
2577,1628367,Josh Jackson,2017,2,2018-19,79,841,347,0.4126040428061831,draft
2578,1628367,Josh Jackson,2017,3,2019-20,19,158,70,0.4430379746835443,draft
2579,1628367,Josh Jackson,2017,4,2020-21,62,706,296,0.4192634560906516,draft
2580,1628368,De'Aaron Fox,2017,1,2017-18,73,796,328,0.4120603015075377,draft
2581,1628368,De'Aaron Fox,2017,2,2018-19,81,1102,505,0.45825771324863884,draft
2582,1628368,De'Aaron Fox,2017,3,2019-20,51,814,391,0.48034398034398035,draft
2583,1628368,De'Aaron Fox,2017,4,2020-21,58,1109,529,0.4770063119927863,draft
2584,1628369,Jayson Tatum,2017,1,2017-18,80,835,397,0.4754491017964072,draft
2585,1628369,Jayson Tatum,2017,2,2018-19,79,1036,466,0.4498069498069498,draft
2586,1628369,Jayson Tatum,2017,3,2019-20,66,1225,552,0.4506122448979592,draft
2587,1628369,Jayson Tatum,2017,4,2020-21,64,1317,605,0.45937737281700836,draft
2588,1628370,Malik Monk,2017,1,2017-18,58,421,153,0.36342042755344417,draft
2589,1628370,Malik Monk,2017,2,2018-19,73,582,227,0.3900343642611684,draft
2590,1628370,Malik Monk,2017,3,2019-20,55,484,212,0.4380165289256198,draft
2591,1628370,Malik Monk,2017,4,2020-21,41,399,173,0.43358395989974935,draft
2592,1628371,Jonathan Isaac,2017,1,2017-18,27,145,55,0.3793103448275862,draft
2593,1628371,Jonathan Isaac,2017,2,2018-19,75,610,262,0.42950819672131146,draft
2594,1628371,Jonathan Isaac,2017,3,2019-20,34,332,156,0.46987951807228917,draft
2595,1628372,Dennis Smith Jr.,2017,1,2017-18,69,1023,404,0.3949169110459433,draft
2596,1628372,Dennis Smith Jr.,2017,2,2018-19,53,650,278,0.4276923076923077,draft
2597,1628372,Dennis Smith Jr.,2017,3,2019-20,34,211,72,0.3412322274881517,draft
2598,1628372,Dennis Smith Jr.,2017,4,2020-21,23,145,58,0.4,draft
2599,1628373,Frank Ntilikina,2017,1,2017-18,77,497,182,0.36619718309859156,draft
2600,1628373,Frank Ntilikina,2017,2,2018-19,42,281,95,0.33807829181494664,draft
2601,1628373,Frank Ntilikina,2017,3,2019-20,56,332,131,0.39457831325301207,draft
2602,1628373,Frank Ntilikina,2017,4,2020-21,22,79,29,0.3670886075949367,draft
2603,1628374,Lauri Markkanen,2017,1,2017-18,68,862,374,0.43387470997679817,draft
2604,1628374,Lauri Markkanen,2017,2,2018-19,52,793,342,0.4312736443883985,draft
2605,1628374,Lauri Markkanen,2017,3,2019-20,50,590,251,0.42542372881355933,draft
2606,1628374,Lauri Markkanen,2017,4,2020-21,51,520,250,0.4807692307692308,draft
2607,1628378,Donovan Mitchell,2017,1,2017-18,79,1360,595,0.4375,draft
2608,1628378,Donovan Mitchell,2017,2,2018-19,77,1526,661,0.43315858453473133,draft
2609,1628378,Donovan Mitchell,2017,3,2019-20,69,1341,602,0.4489187173750932,draft
2610,1628378,Donovan Mitchell,2017,4,2020-21,53,1090,478,0.43853211009174314,draft
2611,1628379,Luke Kennard,2017,1,2017-18,71,465,206,0.443010752688172,draft
2612,1628379,Luke Kennard,2017,2,2018-19,63,519,228,0.4393063583815029,draft
2613,1628379,Luke Kennard,2017,3,2019-20,28,342,151,0.4415204678362573,draft
2614,1628379,Luke Kennard,2017,4,2020-21,61,414,197,0.4758454106280193,draft
2615,1628380,Zach Collins,2017,1,2017-18,62,288,115,0.3993055555555556,draft
2616,1628380,Zach Collins,2017,2,2018-19,77,400,189,0.4725,draft
2617,1628380,Zach Collins,2017,3,2019-20,11,68,32,0.47058823529411764,draft
2618,1628381,John Collins,2017,1,2017-18,74,543,314,0.578268876611418,draft
2619,1628381,John Collins,2017,2,2018-19,61,829,465,0.5609167671893848,draft
2620,1628381,John Collins,2017,3,2019-20,41,605,353,0.5834710743801653,draft
2621,1628381,John Collins,2017,4,2020-21,63,771,429,0.556420233463035,draft
2622,1628382,Justin Jackson,2017,1,2017-18,67,417,185,0.44364508393285373,draft
