tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label,shot_emb_1,shot_emb_2,shot_emb_3,shot_emb_4,shot_emb_5,shot_emb_6,shot_emb_7,shot_emb_8,shot_emb_9,shot_emb_10,shot_emb_11,shot_emb_12,shot_emb_13,shot_emb_14,shot_emb_15,shot_emb_16,shot_emb_17,shot_emb_18,shot_emb_19,shot_emb_20,shot_emb_21,shot_emb_22,shot_emb_23,shot_emb_24
2832,1629002,Chimezie Metu,2018,3,2020-21,33,179,91,0.5083798882681564,draft,12.447603,-2.3640501,3.8571358,19.44464,13.028031,-1.6816287,-1.2801327,-8.97539,14.215523,-8.59398,2.3323927,15.320962,-18.32966,10.322997,-10.077107,5.2810416,-8.165067,17.030422,7.925152,-10.276012,-21.802006,9.836832,-12.518309,13.0147915
2833,1629002,Chimezie Metu,2018,4,2021-22,60,449,203,0.4521158129175947,draft,7.241866,2.5208519,-3.0760481,12.707134,3.0361276,2.1585364,5.287121,-3.4592147,18.214756,-2.258553,0.8003562,9.963768,-4.0170884,7.2752943,-5.9216275,2.2972748,-2.814214,7.8583736,7.777757,-9.567193,-20.164772,6.131262,-5.5814595,10.487497
2834,1629003,Shake Milton,2018,1,2018-19,18,87,34,0.3908045977011494,draft,8.072457,-6.5783634,-0.19744897,2.5754464,5.203872,-0.9582107,0.5719408,-3.4448829,18.008257,-2.718854,-4.9063516,12.903212,-2.2340107,7.3749104,-3.4310129,-3.406125,-10.719704,4.0834155,3.31125,-11.869617,-11.131429,-0.92940366,-11.743841,0.3216697
2835,1629003,Shake Milton,2018,2,2019-20,38,277,134,0.483754512635379,draft,4.3471937,5.460306,0.28854808,14.890378,1.4920287,0.5036533,2.2698984,-4.7622824,9.096582,-9.15111,-2.430174,15.356161,-4.8188014,11.099524,-2.184464,-2.9513242,-3.428927,16.483444,5.3675537,-5.5031185,-25.150692,6.791841,-9.499732,16.95523
2836,1629003,Shake Milton,2018,3,2020-21,63,667,300,0.4497751124437781,draft,4.743701,-8.764442,1.1507747,9.828095,2.5760627,3.1800237,-2.5559385,-2.7746634,13.083805,-5.6613827,0.37445796,10.687185,-8.9776125,6.7067227,-4.5847206,-4.1726117,-5.0383196,5.6965823,6.8935986,-6.077843,-16.744204,0.3542146,-8.326038,6.745856
2837,1629003,Shake Milton,2018,4,2021-22,52,402,173,0.4303482587064676,draft,6.545766,-7.341756,1.0055664,9.409198,4.049322,-2.0415332,-5.385804,-6.154802,11.1605,0.58935946,4.6632233,10.436859,-6.8753767,6.4815226,-2.9047103,-9.19267,-6.4914713,8.649143,7.2733536,-8.476877,-11.406502,6.9967737,-7.954318,8.00989
2838,1629004,Svi Mykhailiuk,2018,1,2018-19,38,140,46,0.3285714285714285,draft,5.6451797,0.62255096,-2.4643712,7.1550665,6.22417,3.7804682,7.3883886,-2.0743215,13.367989,-9.877558,-6.516019,5.889207,-1.4856086,-0.62592196,-1.7322176,6.4175467,-5.792528,4.7260103,2.964974,-7.618828,-14.4554825,-0.52927786,-6.742484,6.3237886
2839,1629004,Svi Mykhailiuk,2018,2,2019-20,55,402,165,0.4104477611940298,draft,3.345748,-9.289873,2.2871153,14.318867,3.4142196,2.9861908,4.069314,-8.089115,12.643471,-2.10398,-5.573189,8.510475,-7.183134,-0.5544444,-1.2479837,0.5968262,-2.900656,2.1035638,7.0676355,0.03336686,-19.057312,1.1417652,-3.998519,4.8203125
2840,1629004,Svi Mykhailiuk,2018,3,2020-21,65,505,208,0.4118811881188118,draft,5.1259127,-7.5900164,3.0890598,13.093564,4.7887554,1.278089,0.795324,0.21056473,14.344379,-7.2955465,0.45394287,9.655552,-14.164254,2.3092237,-3.2093809,-1.0155723,-2.481603,4.2253942,7.6298575,-7.1812944,-18.583447,1.7223705,-8.520567,10.330484
2841,1629004,Svi Mykhailiuk,2018,4,2021-22,52,234,91,0.3888888888888889,draft,6.107211,-4.07077,0.59779954,13.929825,9.209805,1.6759416,-2.7293513,-6.8792057,12.255974,-8.965782,1.2988782,4.6355896,-12.941364,1.8841734,-5.857316,5.44251,-6.55315,7.045616,9.1034355,-5.5157356,-15.027698,6.269577,-2.9961495,8.4319515
2842,1629006,Josh Okogie,2018,1,2018-19,72,508,196,0.3858267716535433,draft,10.869665,0.8945874,4.075371,16.651209,8.708708,0.6587477,8.9448595,-0.13885903,14.867903,-2.1167254,1.8164108,9.868755,-12.046391,5.4026504,-8.387046,6.645793,-4.3688154,8.393298,2.2116995,-7.31164,-21.888779,8.646887,-4.7467656,12.741443
2843,1629006,Josh Okogie,2018,2,2019-20,62,398,170,0.4271356783919598,draft,11.728661,3.908709,-1.360327,14.91045,5.030185,-6.352747,7.9877377,-1.8406081,20.463398,8.062579,5.673935,17.928514,-10.263151,8.304693,-7.3628073,7.9073706,-5.5236917,14.894503,6.0851226,-8.520406,-22.121841,7.757577,-5.2619147,17.565117
2844,1629006,Josh Okogie,2018,3,2020-21,56,254,102,0.4015748031496063,draft,18.578224,-1.0941374,6.2760587,8.85144,6.152919,-6.7970033,7.0957704,-1.8161103,23.589005,10.027921,4.3405313,13.001499,-10.744448,-0.43809003,-11.503195,10.432343,-2.2038693,10.896888,2.4782674,-7.5726566,-12.595379,12.265286,-10.603006,8.028607
2845,1629006,Josh Okogie,2018,4,2021-22,36,104,42,0.4038461538461538,draft,9.682659,-13.491934,-2.4898438,31.213963,15.364318,5.6353736,8.101551,-21.826025,11.918197,-6.798468,-1.7612096,4.0029483,-13.214813,6.7069674,-11.735628,-0.4257183,-7.618898,11.961427,4.337408,-10.200021,-20.950321,22.440752,-6.9260774,8.601873
2846,1629008,Michael Porter Jr.,2018,2,2019-20,55,382,195,0.5104712041884817,draft,9.154684,0.0584397,3.2298398,15.850168,3.3163528,-1.9430759,1.5764594,-11.268144,14.356657,-3.4252167,0.3315401,15.701941,-13.499155,7.960824,-7.0424666,-3.6280906,-5.4972973,17.35723,6.6837378,-8.586886,-24.161034,12.623877,-11.587264,17.300814
2847,1629008,Michael Porter Jr.,2018,3,2020-21,61,815,443,0.5435582822085889,draft,4.627537,-1.1714101,-2.457243,15.745732,2.2087417,-0.32080936,7.417871,-3.3927398,16.971123,-1.2711319,-0.23688328,12.998737,-9.980333,5.204156,-2.6328506,-0.9121275,-2.4394748,9.575478,9.498788,-8.693949,-23.42931,8.934782,-8.204985,14.990902
2848,1629008,Michael Porter Jr.,2018,4,2021-22,9,103,37,0.3592233009708738,draft,4.447838,-7.365886,1.7036854,19.198267,10.478101,-2.1525903,4.875815,7.926875,13.297426,-1.6326965,3.1410403,6.756214,-6.0723786,-1.2023466,-0.69794667,1.7555201,0.696355,0.5332916,3.80407,-4.59503,-18.660894,5.798568,-3.4412165,7.9330573
2849,1629010,Jerome Robinson,2018,1,2018-19,30,109,44,0.4036697247706422,draft,3.0187988,-0.11002734,1.8379619,13.934173,-0.6270132,0.37540412,1.9016402,-7.749712,14.80859,-3.7679718,0.90336794,3.739029,-6.5138197,-4.5235195,2.009055,-5.196446,0.5304675,0.1440115,9.081268,-1.5117848,-19.904657,6.991255,-1.5753666,5.9480505
2850,1629010,Jerome Robinson,2018,2,2019-20,54,310,115,0.3709677419354839,draft,1.6342862,10.421862,-0.59840775,7.667294,-5.321465,5.1042047,5.586501,9.503034,0.8860178,-19.016556,11.200888,7.0227833,-0.6396823,3.8871632,-7.163102,1.4800191,2.1080592,13.011819,-5.298811,-2.8396506,-25.70187,-1.3980156,2.9933617,8.262434
2851,1629010,Jerome Robinson,2018,3,2020-21,14,95,28,0.2947368421052631,draft,4.1411877,-9.527931,6.7059135,6.3282633,3.9451249,2.1359336,3.5725038,-4.628329,13.067363,-6.5574045,0.49672863,0.74477464,-9.233547,-10.964234,3.713066,-6.4583063,-1.09079,-3.911212,4.1427345,-4.406678,-7.5941744,1.8576216,-8.452473,-0.5527928
2852,1629011,Mitchell Robinson,2018,1,2018-19,65,291,202,0.6941580756013745,draft,35.127388,6.5037627,8.992218,22.316536,14.367847,-18.32426,12.395159,8.182319,38.713623,26.228619,28.194117,28.99424,-31.015705,7.5814896,-30.709652,17.020061,-0.3352487,25.405483,16.285976,-28.763449,-22.933355,30.764378,-15.820151,22.747139
2853,1629011,Mitchell Robinson,2018,2,2019-20,61,341,253,0.7419354838709677,draft,39.56483,4.415376,7.264209,30.369057,14.826334,-23.703577,17.829731,2.3986142,38.700832,38.37623,37.499237,29.267294,-23.2184,3.0335135,-33.691814,10.443115,3.7972434,27.180977,6.323189,-25.901264,-25.739079,41.17557,-14.354475,11.5876875
2854,1629011,Mitchell Robinson,2018,3,2020-21,31,176,115,0.6534090909090909,draft,36.202927,-0.89237064,1.1320359,29.568298,20.35189,-25.529758,16.144508,1.1629984,25.29403,32.142143,35.532898,29.377728,-13.52783,-0.23550951,-34.63633,16.674822,1.8241076,33.75826,5.420353,-26.069277,-19.437262,35.439217,-13.869097,2.5216613
2855,1629011,Mitchell Robinson,2018,4,2021-22,71,343,261,0.760932944606414,draft,35.82206,-6.195214,-3.760543,40.337852,25.265364,-23.125732,20.799831,-0.66077614,27.318146,36.000122,43.708473,27.553879,-12.397783,2.6499753,-37.614864,16.090797,5.117426,34.798203,7.3680067,-28.25025,-23.221115,46.11184,-13.792536,-5.4903374
2856,1629013,Landry Shamet,2018,2,2019-20,53,391,158,0.4040920716112532,draft,2.193531,-11.405516,3.0025516,11.365244,4.5122733,1.9648262,-4.3556976,-3.674551,11.820665,-6.555409,-3.3925133,9.782352,-11.156687,4.739445,-1.5338047,-0.6292126,-5.093671,4.471923,10.505411,-2.3295166,-15.919279,-1.5585252,-6.1073155,8.31159
2857,1629013,Landry Shamet,2018,3,2020-21,61,455,186,0.4087912087912088,draft,3.188452,-4.6337004,2.1165895,12.05475,4.5101395,2.0502746,5.3663535,-4.855498,12.99844,-3.6280856,-7.6875997,12.752365,-2.7875397,4.5420356,3.7374063,-4.450667,-3.0593252,3.2794647,5.4764543,-5.2257547,-15.859524,-1.7683737,-12.457294,7.3773317
2858,1629013,Landry Shamet,2018,4,2021-22,69,485,191,0.3938144329896907,draft,2.476089,-7.421756,2.3747625,9.946058,7.087648,2.48884,2.1637564,-4.005385,9.350084,-10.95822,-5.941372,11.547512,-7.998241,7.1046114,1.4231055,-2.4916697,-9.09584,5.5912967,3.0224934,-6.905962,-16.379593,-4.808983,-10.061564,5.7996664
2859,1629014,Anfernee Simons,2018,1,2018-19,15,63,28,0.4444444444444444,draft,7.8152056,-8.353355,-0.00426203,18.348612,0.7382448,5.4359894,-3.0717525,-13.994879,10.707653,-16.993073,4.038452,-1.3733516,-12.805534,-3.7989008,-10.593246,-2.416431,0.49398053,10.667411,5.3858404,-6.0535097,-19.611994,11.414344,-4.235317,11.348949
2860,1629014,Anfernee Simons,2018,2,2019-20,70,536,214,0.3992537313432835,draft,5.6102624,-2.3326695,3.0973835,11.169175,1.1038852,2.367262,-0.07170157,-10.803437,14.275938,-4.121811,-0.70174813,9.230909,-10.796434,0.7578337,-4.2396336,-3.7335398,-4.448965,3.738703,10.332341,-5.259775,-19.27806,3.5770602,-4.260321,6.621271
2861,1629014,Anfernee Simons,2018,3,2020-21,63,401,168,0.4189526184538653,draft,0.15686241,-4.307781,-3.05433,8.385637,6.090779,1.2400372,-3.2830863,-7.5904784,11.196747,-9.511881,-6.553875,9.241938,-1.4108706,-1.9592159,2.9225755,-6.0070496,-3.3881457,5.0579205,6.5954566,-3.9013438,-16.44917,0.20168269,-11.165808,5.075012
2862,1629014,Anfernee Simons,2018,4,2021-22,57,795,353,0.4440251572327044,draft,0.8409947,-5.02153,-0.6475829,13.791006,6.0918236,4.4179482,2.9018786,-4.1413336,10.600969,-11.549321,-4.0405397,9.377473,-6.9351664,2.2014284,1.2411501,-2.1242702,-4.257316,3.3007638,4.8257794,-5.7475996,-21.855288,-3.484081,-7.6875496,7.664769
2863,1629015,Zhaire Smith,2018,1,2018-19,6,34,14,0.4117647058823529,draft,16.376465,2.687246,5.060321,12.509718,10.169534,7.4378705,4.9401107,-7.7094226,23.407616,-3.5450125,-3.5053606,10.228516,0.6801845,6.482292,-11.844167,6.946205,-5.465781,2.8296165,0.74521095,-6.3168077,-23.755198,0.09801668,-5.270255,1.9818534
2864,1629016,Omari Spellman,2018,1,2018-19,45,244,98,0.4016393442622951,draft,11.428952,-6.701409,0.89651996,17.89572,14.686113,-0.50546813,5.075053,-4.6884947,14.612449,1.3993721,3.6197684,13.9745655,-8.254861,7.0657477,-9.071161,2.2493157,-7.7887363,9.351616,2.4330215,-8.45739,-17.549263,7.0092854,-9.333952,1.8109562
2865,1629016,Omari Spellman,2018,2,2019-20,47,295,127,0.4305084745762711,draft,5.3423705,-6.9404507,-4.203578,13.255938,5.784819,-2.5272334,1.5789231,-4.50295,15.4729185,-1.3918426,2.1592069,15.373975,-8.147793,-0.83053195,-6.744747,4.823344,-3.5903606,11.486397,10.050881,-6.6582947,-21.472225,3.196435,-8.118626,5.4164286
2866,1629017,Khyri Thomas,2018,1,2018-19,24,69,22,0.3188405797101449,draft,6.034999,-9.230999,8.553303,7.888482,-3.6445944,-1.1456467,3.508873,2.881764,14.970306,3.950795,0.83822435,10.149073,-10.196484,1.1758922,-1.0562322,3.5684593,0.538429,1.9712086,12.396313,-0.24366659,-12.046026,-2.5478854,-3.485729,5.9624023
2867,1629017,Khyri Thomas,2018,3,2020-21,5,66,32,0.4848484848484848,draft,6.9729505,1.7807269,-1.5298524,14.692049,2.9821053,-4.376452,-3.3542433,-5.398713,22.88253,0.8890371,1.3566821,14.274592,-13.106263,3.3076975,-3.4644077,0.4045825,-4.84993,6.0673876,8.558762,-5.7761397,-26.016764,8.549645,-4.659233,19.593056
2868,1629018,Gary Trent Jr.,2018,1,2018-19,12,50,16,0.32,draft,2.3372436,-3.5888674,-0.27919346,8.033063,3.5222516,0.09762001,2.627182,-7.569145,18.075056,-4.7219706,2.7270977,-1.2297499,-7.1982336,-9.810139,5.80909,-5.8905025,-1.4910212,-3.745222,6.744166,-6.875839,-9.997449,7.091181,-4.92462,-0.5462854
2869,1629018,Gary Trent Jr.,2018,2,2019-20,58,441,196,0.4444444444444444,draft,4.192249,-5.5023355,1.7496561,13.542849,3.107886,5.876891,4.1655045,-5.9459763,12.812927,-8.135345,-2.6108158,7.084182,-4.895576,-0.024002582,-2.734876,-2.1518981,-1.1293042,1.9363354,3.6693287,-2.8495889,-21.45971,0.7173261,-6.363705,2.8966072
2870,1629018,Gary Trent Jr.,2018,3,2020-21,58,784,320,0.4081632653061224,draft,4.164621,-4.964222,2.9422007,11.558105,5.359565,2.281942,-2.875,-6.3496704,10.155177,-7.4107037,-1.916365,7.1507654,-6.4549685,0.2841054,-2.0313215,-5.41339,-2.385151,3.4160042,5.092672,-3.3663948,-16.49078,3.370617,-7.583465,4.2061515
2871,1629018,Gary Trent Jr.,2018,4,2021-22,70,1085,450,0.4147465437788018,draft,2.0059257,-6.6044607,0.21288195,13.293968,0.27430534,6.598057,8.282979,-0.50168025,7.131352,-12.220955,0.9377219,6.1456656,-5.866723,4.601878,-1.0761825,-2.2263594,-3.2237134,5.7964144,-2.0927439,-3.9587178,-19.4498,-3.237105,-3.9780967,8.000174
2872,1629020,Jarred Vanderbilt,2018,3,2020-21,59,236,143,0.6059322033898306,draft,32.735558,0.9429463,5.5005283,18.088158,7.983927,-21.720055,9.293145,-2.827875,34.249985,31.42101,25.231276,24.669727,-20.242708,0.5538569,-25.93514,17.904118,-2.775014,26.507023,4.9709053,-12.210571,-20.784885,29.070526,-7.8711233,13.335848
2873,1629020,Jarred Vanderbilt,2018,4,2021-22,72,361,212,0.5872576177285319,draft,28.545208,-0.7624685,2.8109534,22.593536,12.930048,-15.76558,13.754892,-2.63666,29.378864,26.273113,26.192951,17.75236,-15.74791,2.058078,-23.726406,15.47305,-1.5054545,20.522913,7.197296,-16.926634,-16.328293,30.66444,-6.8064127,4.2952666
2874,1629021,Moritz Wagner,2018,1,2018-19,38,171,71,0.4152046783625731,draft,14.261993,0.8005539,4.4003124,13.25849,6.767296,2.8583593,3.3039565,-12.369547,20.092209,-0.49530888,2.8447554,4.1874747,-7.9405327,6.8452635,-10.17856,1.7991021,-7.071022,4.4458084,7.211939,-9.20816,-14.270969,12.252312,-2.4275136,4.676998
2875,1629021,Moritz Wagner,2018,2,2019-20,44,266,145,0.5451127819548872,draft,12.553265,-1.1015353,-3.0667405,14.991373,3.9706268,-10.628151,-2.71458,-5.6930327,28.21323,11.762373,8.834629,18.61684,-18.3705,2.2155426,-11.00708,5.8415823,-7.150065,13.86878,10.406065,-4.7034173,-28.860765,16.289938,-2.8747144,17.97804
2876,1629021,Moritz Wagner,2018,3,2020-21,38,229,104,0.4541484716157205,draft,12.156767,-4.613867,8.202344,13.368629,5.225624,2.2809925,14.122454,-9.068125,13.5980015,0.901988,-1.6059402,17.032297,-7.885716,13.254721,-3.2876935,-5.375056,-9.874153,10.757333,-1.5654845,-10.366981,-17.715672,0.77037376,-12.150827,7.6940813
2877,1629021,Moritz Wagner,2018,4,2021-22,60,396,197,0.4974747474747474,draft,13.59446,-0.8351801,3.2987561,15.069496,6.836004,-3.2567902,1.885777,-8.590659,14.456009,1.4232297,6.0831614,8.939549,-15.051796,7.0303206,-9.882168,1.0467665,-7.7879753,13.976419,4.5816894,-8.931715,-14.231447,16.088007,-6.0822115,15.579559
2878,1629022,Lonnie Walker IV,2018,1,2018-19,14,46,16,0.3478260869565217,draft,2.9706147,-22.398397,8.049273,11.224819,-1.5555482,-0.25484276,2.1562934,-2.0085073,19.411474,0.7020676,-2.9941664,11.550299,-15.442212,-2.783881,2.8991535,-5.449434,-1.4202728,0.6767087,6.15593,1.3320472,-15.413333,0.39824498,-11.57944,5.2009625
2879,1629022,Lonnie Walker IV,2018,2,2019-20,58,356,152,0.4269662921348314,draft,10.755008,-7.3279676,2.522594,11.897296,3.6970084,1.8450279,4.3727303,-10.785279,15.842825,-2.9719691,-0.050636083,11.88883,-10.440163,-0.5379639,-11.430393,2.3325202,-1.822335,11.74677,5.4520235,-7.609276,-19.45512,6.807862,-11.178541,5.0691476
2880,1629022,Lonnie Walker IV,2018,3,2020-21,60,608,256,0.4210526315789473,draft,5.348104,-3.829802,2.2850552,13.040826,2.7670646,1.2295172,1.9635339,-5.6851544,16.646713,-3.7969112,-1.4025607,8.106137,-10.256895,-3.8550005,-2.5580635,-1.1067419,-0.6827216,1.7293046,6.851217,-4.1965885,-21.448784,4.7477922,-6.1143117,8.664805
2881,1629022,Lonnie Walker IV,2018,4,2021-22,70,761,311,0.4086727989487516,draft,6.6018276,-2.4550848,1.839741,10.26072,6.5705595,3.1601706,1.2339171,-0.7384633,14.071016,-8.860264,-2.1661365,7.4724646,-8.564369,3.6005094,-4.184521,3.4948072,-4.349367,3.9684641,4.7296515,-6.375286,-16.844227,0.16179481,-6.5386224,8.268675
2882,1629023,P.J. Washington,2019,1,2019-20,58,589,268,0.4550084889643463,draft,8.750158,3.9991891,1.3633201,11.234118,1.2162077,-0.59983134,6.8045073,-7.317025,18.49012,-0.655427,0.2825911,13.737654,-11.589911,3.758331,-5.1413584,0.67914915,-3.0703251,12.294422,8.287918,-8.958931,-21.236275,9.554954,-10.668283,14.59368
2883,1629023,P.J. Washington,2019,2,2020-21,64,685,302,0.4408759124087591,draft,8.675209,-5.6329746,3.343099,15.57944,5.8493476,-0.6774578,2.589847,-6.95965,12.235935,0.1752719,4.2804384,11.427679,-11.576418,5.205126,-6.6145077,-3.5568945,-4.524214,10.516756,2.6537368,-6.452713,-18.460384,8.468647,-7.860179,9.240381
2884,1629023,P.J. Washington,2019,3,2021-22,65,529,250,0.4725897920604915,draft,8.310381,-2.2858446,-0.090349495,19.608873,4.7632766,-1.2565546,7.7548304,-7.20333,16.408726,2.2392998,0.10823941,15.830774,-7.532485,11.627566,-2.8428166,-2.8869793,-5.182431,10.962765,4.489296,-8.000455,-23.307526,6.915101,-9.000027,14.101633
2885,1629023,P.J. Washington,2019,4,2022-23,73,977,434,0.4442169907881269,draft,3.9475908,-1.6198595,-1.8446062,14.506665,5.0636296,-3.4534063,2.0180995,-8.171795,11.875938,-2.3971767,-1.0888731,13.594366,-7.8366356,8.540068,2.1485975,-5.8410006,-7.970649,11.400213,7.3045735,-8.855009,-16.244987,5.599573,-9.394121,15.421754
2886,1629027,Trae Young,2018,1,2018-19,81,1256,525,0.4179936305732484,draft,5.9409995,4.4834146,-0.0747112,10.568783,2.5372372,-2.1878538,0.19415289,-6.158659,18.423805,-1.3127127,0.41716933,13.772543,-8.502743,5.5348463,-0.8610269,-3.822197,-3.7735064,9.542436,7.2034063,-7.378874,-21.32957,6.3673306,-9.888625,14.645266
2887,1629027,Trae Young,2018,2,2019-20,60,1249,546,0.4371497197758207,draft,4.8811035,7.8039703,3.025866,10.024527,7.258843,2.1578336,-8.506664,1.9266056,8.8294525,-13.436886,3.576168,8.299606,-9.45174,6.540075,-4.6411967,-2.7608185,-2.6759715,9.664166,7.497266,-6.192896,-21.385601,9.727232,-6.7570577,10.668682
2888,1629027,Trae Young,2018,3,2020-21,63,1112,487,0.4379496402877698,draft,2.8608947,2.0403636,1.9227444,10.567264,6.7602863,0.8199768,-5.4685655,0.86593306,7.7029314,-9.397017,6.5159883,9.011695,-8.900615,11.433817,0.7615104,-9.9818,-5.8031883,9.23049,3.794704,-8.779886,-17.151688,6.4395647,-7.0708528,11.329241
2889,1629027,Trae Young,2018,4,2021-22,76,1543,711,0.4607906675307842,draft,0.48369098,4.2239556,-3.33648,8.099203,-1.0284016,3.2891645,8.784342,3.4542985,6.200208,-8.420212,11.8253,10.836777,-3.8651466,14.568337,5.153612,-14.61096,-2.737215,12.249519,-2.2744477,-11.572936,-16.092047,1.2258304,-8.296296,13.528521
2890,1629028,Deandre Ayton,2018,1,2018-19,71,870,509,0.5850574712643678,draft,20.653849,-6.313034,9.151618,16.606255,10.955652,-4.678627,11.632545,-0.9781834,26.857628,13.546962,9.267791,18.62762,-12.952344,5.9113617,-14.836064,4.825223,-1.1619606,8.601483,4.408345,-13.686875,-20.532228,12.69105,-12.974701,1.2006893
2891,1629028,Deandre Ayton,2018,2,2019-20,38,568,310,0.545774647887324,draft,20.981836,0.24565381,4.3837943,16.661484,6.595168,-1.5709944,7.9180207,-5.4763927,20.9611,2.773737,14.886754,11.361613,-12.635756,-1.7193269,-21.672089,8.311819,5.629422,18.47607,9.180481,-15.259325,-17.57553,19.498566,-13.708845,6.1409307
2892,1629028,Deandre Ayton,2018,3,2020-21,69,687,430,0.6259097525473072,draft,16.650963,-3.436457,1.9176286,15.166212,6.0219393,-11.173445,4.526002,1.2448847,26.058058,7.2716036,16.215572,16.356213,-20.689743,-4.4806175,-13.672215,3.3734875,0.79657817,16.624847,7.037018,-13.267485,-22.844772,20.855911,-14.028572,11.40884
2893,1629028,Deandre Ayton,2018,4,2021-22,58,697,442,0.6341463414634146,draft,13.479682,-1.5681653,1.4025154,21.250778,4.8923173,-0.009686947,1.7181113,-4.268884,22.247402,-1.0194488,10.318888,3.7376337,-11.89027,6.253234,-12.408466,1.4114735,0.26526517,8.894416,2.7870307,-7.640813,-23.46669,18.858839,-2.4538867,11.840179
2894,1629029,Luka Dončić,2018,1,2018-19,72,1176,505,0.429421768707483,draft,3.725996,5.9507637,-2.0816216,10.460415,-2.6083403,6.5574026,15.986237,7.411112,4.7064915,-12.831377,12.404897,13.573745,-7.044997,13.630894,-5.4485993,2.579167,-2.456804,15.3901005,-4.309146,-8.041199,-23.398846,-4.754319,-2.5374672,11.470488
2895,1629029,Luka Dončić,2018,2,2019-20,61,1249,581,0.4651721377101681,draft,7.017976,-1.5650101,1.338795,13.171522,4.681767,0.3567264,0.5261682,-4.2097616,15.914936,-2.6641817,0.41581166,11.252714,-12.615869,4.876689,-5.8980103,3.457246,-4.8345923,6.919505,11.404511,-6.6767383,-19.407578,4.5979247,-4.9498835,11.397522
2896,1629029,Luka Dončić,2018,3,2020-21,66,1349,647,0.4796145292809488,draft,4.49856,-3.856856,1.1225193,13.10372,7.3459806,2.3039443,-1.1488001,-1.8587036,14.533084,-6.9853554,0.35135087,9.585948,-9.326394,4.122528,-1.2797275,-5.2839155,-5.1648817,3.1210933,5.0288157,-7.037316,-20.404795,2.5716393,-8.300412,8.700244
2897,1629029,Luka Dončić,2018,4,2021-22,65,1402,641,0.4572039942938659,draft,6.135852,-0.09337646,0.70694023,12.182943,5.2813015,2.7086663,-1.6210303,-5.363104,13.164574,-6.3807755,-0.43780077,6.865158,-3.3549128,6.850793,-4.7420716,-1.9663999,-3.496,4.857746,4.413711,-6.041522,-18.556065,4.74747,-4.433652,5.6810484
2898,1629034,Ray Spalding,2018,1,2018-19,12,47,25,0.5319148936170213,draft,20.642254,-3.2482276,-1.035609,20.789515,14.914261,-10.548508,6.6255274,1.5182464,27.440067,14.673564,23.522228,11.753381,-11.823627,5.8559318,-19.114666,12.965726,-2.7361724,13.378891,12.472279,-19.483566,-13.928358,23.783821,-3.880089,-0.26035714
2899,1629035,Carsen Edwards,2019,1,2019-20,31,128,42,0.328125,draft,1.9648958,-14.475891,2.643133,13.482182,5.6126513,0.97570586,2.0894744,-7.183302,9.3228245,1.0350597,-5.4099007,12.18362,2.7960618,0.2390376,-0.07572724,-5.064948,-1.6393576,1.0193553,4.30552,-0.25666475,-16.174755,-3.6237218,-6.4337225,-4.2945447
2900,1629035,Carsen Edwards,2019,2,2020-21,26,111,47,0.4234234234234234,draft,6.055071,-0.2952791,2.4317017,15.564005,2.75035,2.6708922,-0.16981739,-7.994188,19.162249,-1.329093,1.3956698,10.235801,-8.184009,6.154789,-2.8087797,-2.639388,-2.7666306,3.4128444,5.672376,-2.8906264,-24.064142,2.8514218,-3.345044,10.892792
2901,1629035,Carsen Edwards,2019,3,2021-22,4,30,9,0.3,draft,-3.2591884,-7.966472,3.6477103,20.310997,3.8802204,-1.2994329,14.0043545,-9.9477,9.849235,1.4436336,-3.1310024,10.353962,-7.8017817,-13.107927,14.608332,-8.833733,-1.5027235,-4.2738714,7.624709,-0.22203279,-21.674103,-1.1594074,-3.6795619,4.810797
2902,1629048,Goga Bitadze,2019,1,2019-20,44,149,70,0.4697986577181208,draft,9.294152,-1.9044507,5.0198526,10.912952,-0.40412617,-3.3633134,-7.2334785,-4.755739,19.8737,1.7717927,11.754029,9.192427,-14.72032,0.48084456,-6.3253727,-9.188609,-0.68121445,5.7650065,7.593353,-4.6311874,-20.783384,12.217731,-5.0212507,8.486847
2903,1629048,Goga Bitadze,2019,2,2020-21,40,194,83,0.4278350515463917,draft,8.4927025,-5.152491,-5.297329,22.678545,8.726469,-6.117396,10.85853,-1.7377119,9.84236,4.2293234,12.673574,15.531679,-1.5205092,-0.6000119,-9.367555,1.913524,-0.13530317,13.508259,6.020492,-13.302233,-21.25127,7.899961,-5.378809,1.1785407
2904,1629048,Goga Bitadze,2019,3,2021-22,43,252,131,0.5198412698412699,draft,18.072956,7.126297,1.7148095,20.819077,10.628157,-4.914548,13.577605,-6.8949504,10.866676,-0.47728485,8.048869,21.657112,-7.9013414,12.947315,-13.974913,3.0534964,-8.502717,24.49835,3.617839,-19.15093,-21.655443,10.923026,-12.379646,13.867788
2905,1629048,Goga Bitadze,2019,4,2022-23,33,125,69,0.552,draft,19.732044,2.0758944,2.1614356,19.823942,13.352854,-9.94949,8.039761,-9.108465,22.39288,15.634113,13.869069,13.365631,-11.745159,7.786727,-12.306435,0.5498085,-11.183736,10.669224,8.462418,-16.765041,-12.0246,22.306435,-3.740071,7.4544005
