tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label,shot_emb_1,shot_emb_2,shot_emb_3,shot_emb_4,shot_emb_5,shot_emb_6,shot_emb_7,shot_emb_8,shot_emb_9,shot_emb_10,shot_emb_11,shot_emb_12,shot_emb_13,shot_emb_14,shot_emb_15,shot_emb_16,shot_emb_17,shot_emb_18,shot_emb_19,shot_emb_20,shot_emb_21,shot_emb_22,shot_emb_23,shot_emb_24,shot_style_subtype_id,shot_style_subtype,shot_style_subtype_probability,shot_style_entropy,shot_style_prob_0,shot_style_prob_1,shot_style_prob_2,shot_style_prob_3,shot_style_prob_4
98,1914,Chris Herren,1999,1,1999-00,40,124,45,0.3629032258064516,draft,11.674234,-14.724331,-1.2215986,23.108986,18.381756,-12.078124,13.562492,-6.059318,3.7443483,4.4802837,9.96734,22.133293,4.552993,-17.49234,-8.838964,-2.2005076,4.858112,18.522074,-5.1628084,-11.160858,-21.114178,8.170785,-21.442207,-16.070238,4,Midrange Shot Creators,0.9999951834806601,6.378792619891478e-05,4.458474457315381e-11,1.2831557360268594e-29,4.816474751363955e-06,6.321567345156418e-16,0.9999951834806601
99,1914,Chris Herren,1999,2,2000-01,21,96,29,0.3020833333333333,draft,7.5480175,-3.9861555,-3.8088672,13.584654,11.201647,-1.7328042,9.909503,-5.9005737,9.197731,-3.436971,-2.6878834,7.536945,0.4496652,-3.3138058,-6.066818,4.1094213,-1.923811,9.700614,4.3758163,-13.031319,-9.863467,10.691952,-11.133064,1.9807183,4,Midrange Shot Creators,0.9985458970248285,0.010953232310319956,1.4042118369414656e-14,0.001454102975156082,2.2606431422456122e-45,4.0603060035815347e-88,0.9985458970248285
100,1915,Evan Eschmeyer,1999,1,1999-00,23,72,38,0.5277777777777778,draft,24.899519,-25.037355,-11.698425,40.115723,34.41239,-43.82521,18.618694,8.2006035,-3.263474,22.811954,45.007484,36.54731,7.2619944,-30.492119,-27.722162,0.3048563,13.953899,47.80175,-12.078245,-32.978905,-14.797369,36.699738,-36.07512,-27.405247,2,Arc-Heavy Spacers,0.9999999965873201,6.994550523674453e-08,3.3216979955247975e-61,4.916426614069182e-270,0.9999999965873201,3.4126804205365487e-09,8.927439713304182e-18
101,1915,Evan Eschmeyer,1999,2,2000-01,63,200,92,0.46,draft,30.162346,-24.41337,-16.449774,34.85981,40.372326,-32.48063,24.085667,1.376677,-6.5763545,13.415268,40.645546,41.79594,16.036587,-25.779001,-41.524796,12.81992,13.646904,60.980644,-4.038346,-42.997116,-11.323103,32.170986,-46.52587,-38.33788,2,Arc-Heavy Spacers,0.9999999999999929,1.33656967772647e-13,6.57608660314611e-67,8.42e-321,0.9999999999999929,9.227704215153175e-25,4.5800529722948005e-15
102,1915,Evan Eschmeyer,1999,3,2001-02,20,50,21,0.42,draft,33.45931,-25.705345,-15.832672,47.718147,47.882545,-48.45336,26.187088,1.2314966,-12.942146,30.841053,51.36808,41.589954,17.754234,-32.163094,-39.91378,15.129747,12.295669,63.243908,-13.425714,-35.819958,-10.671614,42.915627,-34.79593,-38.35105,2,Arc-Heavy Spacers,1.0,3.427906163698789e-14,2.8310962234432567e-39,3.9229356e-317,1.0,5.555719652373954e-23,1.2406005539232443e-15
103,1916,Calvin Booth,1999,1,1999-00,10,46,16,0.3478260869565217,draft,17.275091,-7.149536,1.835115,15.181145,14.128269,-16.06798,8.889677,0.043862104,8.922456,10.924719,15.489883,12.604811,-0.5113994,-11.611599,-12.383171,10.883864,-1.3804165,15.444197,3.0224133,-13.149929,-4.584899,12.12739,-6.49741,-5.2367325,2,Arc-Heavy Spacers,0.9960262311916694,0.025933047486051537,1.2021502572129298e-46,3.9952155439774095e-26,0.9960262311916694,0.00397376684923284,1.959098469276767e-09
104,1916,Calvin Booth,1999,2,2000-01,51,252,120,0.4761904761904761,draft,13.1526375,-20.86277,-5.3624787,22.109358,17.035675,-15.68503,6.9458175,0.8250282,12.545173,9.753414,13.051939,21.199085,-0.10470986,-12.55727,-13.151932,0.17589653,4.4176826,19.361553,-3.037103,-13.092257,-16.896301,16.132534,-20.959757,-8.675698,3,Interior Finishers,0.8739685307009536,0.3805202214810775,5.276258325006469e-25,1.9051333327609408e-41,0.12579071547829343,0.8739685307009536,0.00024075382075034013
105,1916,Calvin Booth,1999,3,2001-02,15,82,35,0.4268292682926829,draft,6.5091314,-25.333017,-7.8401847,22.204147,11.345285,-0.9636042,4.7884393,-12.766119,7.396494,-7.900566,9.79546,4.346248,-1.7170117,-9.630524,-11.868711,-0.335924,3.6970186,16.029903,0.27692914,-11.834732,-12.513251,14.403635,-13.595045,-10.250611,4,Midrange Shot Creators,0.99032536720918,0.05450169719792914,1.8686537934233022e-30,5.103502332424002e-29,0.009674581925424811,5.08653935611937e-08,0.99032536720918
106,1916,Calvin Booth,1999,4,2002-03,38,119,52,0.4369747899159664,draft,10.983562,-12.14062,-5.820785,25.560726,22.587364,-16.8466,11.1124,7.0146937,5.3467703,3.8131154,18.237965,12.192247,-1.42531,-15.789412,-8.968929,3.6449633,5.364166,16.56857,-0.22746694,-18.749264,-11.007371,20.421127,-16.813046,-7.321849,4,Midrange Shot Creators,0.9999929740023301,9.039745650280608e-05,4.0980167106888895e-21,3.7997630524594494e-53,7.025849397248059e-06,1.482727163828657e-10,0.9999929740023301
107,1917,Wang Zhi-zhi,1999,3,2001-02,54,248,109,0.439516129032258,draft,5.2471576,-8.453009,-3.827312,23.754131,15.370424,-8.863566,7.173788,-3.83508,0.2099905,-5.876631,6.8346505,16.181728,-1.7938505,-10.935852,-5.994101,-2.0649765,1.6861898,17.505878,1.2541848,-10.019085,-22.559958,10.610598,-14.890874,-3.1497178,4,Midrange Shot Creators,0.999998984081313,1.5035308749697015e-05,1.0159186834663878e-06,8.775144076280875e-19,3.0123843422391013e-68,4.761998689112394e-29,0.999998984081313
108,1917,Wang Zhi-zhi,1999,4,2002-03,37,162,62,0.382716049382716,draft,16.701176,-18.616491,-4.9051466,24.36556,22.830662,-14.131462,10.331081,-6.042283,-0.44089752,4.8799243,15.792466,21.101824,8.190812,-12.489939,-20.115608,5.113483,2.6880238,28.00132,-6.746873,-14.579674,-15.362974,12.335522,-18.341093,-17.636143,4,Midrange Shot Creators,0.9999999341280792,1.1695549839847474e-06,6.209840609415395e-08,1.959367256622685e-25,4.1233233141269513e-16,3.773511041772972e-09,0.9999999341280792
109,1918,Obinna Ekezie,1999,1,1999-00,32,88,41,0.4659090909090909,draft,21.644726,-7.92772,-1.5862567,23.411266,18.908659,-19.468729,11.742773,0.05762565,11.95845,16.767218,25.016396,16.395042,2.2022963,-10.791199,-18.182848,8.866562,2.168861,20.539436,1.4437425,-17.466358,-8.96535,21.508686,-10.638809,-12.249019,2,Arc-Heavy Spacers,0.9735759444745732,0.12208766666148788,1.5696456661759422e-46,1.3821650861096097e-69,0.9735759444745732,0.026423681285731398,3.7423969749973796e-07
110,1918,Obinna Ekezie,1999,2,2000-01,25,81,32,0.3950617283950617,draft,7.227617,-13.08777,-0.70670575,15.333176,12.117558,-12.084508,6.3512897,8.096335,13.411554,3.6641397,10.565832,11.664707,-10.18779,-10.049786,-2.037376,1.4242473,0.5135994,8.42779,7.14504,-12.053392,-9.477625,12.454979,-14.191555,-1.1947118,2,Arc-Heavy Spacers,0.7916255645631187,0.5138731477566303,2.77466782978191e-27,4.3999504308642005e-45,0.7916255645631187,0.00027199320400010803,0.20810244223287772
111,1918,Obinna Ekezie,1999,3,2001-02,18,39,13,0.3333333333333333,draft,7.2723103,-19.897783,-8.65205,21.057018,6.597454,-10.457959,1.9416451,-4.595869,8.139919,7.014717,15.490746,13.743093,5.129017,-13.336609,-11.110835,1.0857756,6.5852623,15.976547,7.3197174,-5.3084,-17.829208,8.519773,-5.6882577,-10.31231,2,Arc-Heavy Spacers,0.8579380877169072,0.4086888701067418,3.897836163005105e-42,7.725265578325113e-32,0.8579380877169072,7.971076865621958e-17,0.14206191228309942
112,1919,Laron Profit,1999,1,1999-00,21,59,21,0.3559322033898305,draft,2.4790149,-3.2479155,-0.62828207,18.89211,7.2552876,-10.534842,10.796799,-0.8662696,3.4475946,5.868004,5.7240286,17.116331,-2.1171205,-9.456648,0.98831797,2.4075038,0.16848242,9.115068,16.56173,-10.165885,-12.790558,3.3356583,-6.3512692,2.180237,4,Midrange Shot Creators,1.0,2.155004674007338e-21,2.0593765791725096e-47,7.799139053669499e-23,8.293297302658963e-28,1.241191766124067e-180,1.0
113,1919,Laron Profit,1999,2,2000-01,31,142,56,0.3943661971830985,draft,11.682104,15.596788,0.19060135,21.667686,19.144367,-14.281927,-5.819198,3.1903496,-7.213087,-7.2626896,22.76699,19.111143,7.4884224,-14.495628,-16.895248,3.613801,9.253443,30.668417,0.76125515,-5.733906,-29.449123,19.862942,-9.093283,-7.392625,4,Midrange Shot Creators,1.0,1.923250559927576e-48,6.745846833842873e-71,6.960475879115713e-50,0.0,0.0,1.0
114,1921,Gordan Giricek,1999,4,2002-03,76,803,350,0.435865504358655,draft,8.248407,-8.891223,-5.2226934,23.23384,15.924279,-9.813703,1.3498518,-7.2070103,0.63840616,-4.407875,8.476576,19.666967,1.3462224,-8.349594,-11.391515,-2.1205823,1.6570699,21.638353,1.7619567,-10.620813,-21.537754,9.814875,-16.803894,-6.103478,0,Rim Pressure Drivers,0.9996438203212973,0.0031842096867027115,0.9996438203212973,5.082162673580402e-20,6.683971722347347e-39,8.609616936945374e-27,0.0003561796787053741
115,1924,Lee Nailon,1999,2,2000-01,37,136,66,0.4852941176470588,draft,10.869783,-19.870829,-11.914513,22.354362,18.050047,-11.107814,11.422316,1.4574306,4.029629,0.22136772,18.738,22.153316,3.7163944,-13.76104,-19.201797,2.437018,8.493261,27.05944,8.049255,-25.984959,-14.462101,15.757046,-26.891094,-17.490557,2,Arc-Heavy Spacers,0.9999780904005294,0.00025696837467315947,3.808438332507042e-21,1.2532239354613132e-78,0.9999780904005294,3.1090863639278394e-17,2.1909599467539268e-05
116,1924,Lee Nailon,1999,3,2001-02,79,764,369,0.4829842931937173,draft,11.284327,-21.902592,-7.978865,27.545006,23.099155,-10.2563505,7.9046044,-2.6611679,5.2291546,-1.840282,10.507885,18.13289,4.487845,-13.878851,-15.364433,1.4004273,7.555098,22.068413,-5.9352913,-15.530554,-20.966625,14.572474,-24.47063,-12.438889,4,Midrange Shot Creators,0.9988642202295848,0.008840117034092529,4.399702320629787e-07,2.337589173807895e-43,0.0011353395361268323,2.6405296077388437e-10,0.9988642202295848
117,1924,Lee Nailon,1999,4,2002-03,34,190,84,0.4421052631578947,draft,14.311085,-17.564152,-7.809243,19.31934,20.173775,-18.757133,8.336522,6.638219,3.7832963,2.7339993,20.377594,21.33907,2.1153393,-15.336232,-16.89738,6.4205256,6.181493,28.573494,2.6990223,-23.424261,-6.8664846,15.797903,-26.863705,-14.015259,2,Arc-Heavy Spacers,0.9999838146876264,0.00020297868005313683,4.792018259037464e-33,1.1207025996452601e-100,0.9999838146876264,3.3451255725787085e-06,1.2840186803413606e-05
118,1928,Todd MacCulloch,1999,1,1999-00,43,161,89,0.5527950310559007,draft,22.670553,-19.393173,-11.765883,37.213306,35.372643,-33.71156,22.234806,1.6613107,-0.3761704,19.122116,40.388466,28.426796,8.182443,-28.170763,-24.064291,2.3489506,10.189598,39.106277,-8.641887,-31.590313,-13.725611,35.46769,-29.874619,-31.821663,2,Arc-Heavy Spacers,0.9999998570786377,2.4716928378124144e-06,1.257090998035357e-34,1.0105200290492723e-220,0.9999998570786377,1.1077089466093553e-07,3.215046498906626e-08
119,1928,Todd MacCulloch,1999,2,2000-01,55,185,109,0.5891891891891892,draft,27.81339,-24.478813,-12.892641,39.04098,38.830616,-41.494827,20.426926,4.360163,-0.85574293,23.846859,41.961533,39.344994,8.38183,-26.796476,-31.14435,4.9533787,11.160305,50.485897,-11.606706,-33.46488,-15.168083,37.50566,-37.854256,-30.472025,2,Arc-Heavy Spacers,0.9999999999979394,5.743317210399351e-11,9.229968494262397e-32,1.8854139586893696e-269,0.9999999999979394,2.0568083794245773e-12,8.744150756093811e-16
120,1928,Todd MacCulloch,1999,3,2001-02,62,465,247,0.5311827956989247,draft,24.819714,-30.08623,-16.217295,43.586407,37.68009,-34.909386,17.411392,3.495945,-5.507569,23.644318,41.88398,38.06818,17.150162,-20.52827,-34.91224,7.214529,13.587465,50.015697,-4.220364,-28.731659,-18.956081,31.779213,-29.36771,-35.587376,2,Arc-Heavy Spacers,1.0,1.5084855411562226e-15,2.631031119620918e-54,1.2419944663474502e-215,1.0,2.7395708574350568e-21,5.4591172642058246e-17
121,1928,Todd MacCulloch,1999,4,2002-03,38,238,123,0.5168067226890757,draft,27.75032,-20.374804,-12.685812,39.753822,37.902523,-36.258667,20.648207,0.49529576,-3.9143224,24.310116,41.998726,30.937387,12.653801,-24.167109,-31.84983,11.787702,9.1946125,46.646606,-7.961603,-29.862112,-10.321523,35.85609,-25.919249,-29.981035,2,Arc-Heavy Spacers,0.9999999999429079,1.4038764331182374e-09,4.205655033476676e-33,9.287034499826815e-200,0.9999999999429079,2.513529903845423e-14,5.706975268933745e-11
122,1930,Lari Ketner,1999,1,1999-00,14,32,13,0.40625,draft,10.591282,-23.189247,-8.101015,24.572681,18.479492,-5.5946684,16.806335,-5.6009593,2.3997245,-3.7126884,15.065698,14.369584,-8.268458,-11.140291,-19.167799,13.72753,1.9552466,27.764881,13.9685955,-25.333977,-8.918101,15.877784,-19.27318,-8.240206,2,Arc-Heavy Spacers,0.9999999915635769,1.6527548201493777e-07,3.4977924737484115e-88,3.6405388524732855e-51,0.9999999915635769,8.436422209087027e-09,3.8749673007017006e-17
123,1934,Rodney Buford,1999,1,1999-00,29,151,62,0.4105960264900662,draft,10.63887,-18.011772,-8.607228,22.973291,19.716982,-11.199061,6.162888,-2.6839397,5.38891,-3.102433,16.691444,11.522358,0.39303565,-15.194335,-12.573656,2.5316997,6.2611094,20.92421,0.20178127,-17.031519,-11.061289,16.425182,-19.655851,-12.929407,4,Midrange Shot Creators,0.9987153189995818,0.009841199581165621,5.619352101363629e-07,3.715547662146541e-53,0.001284119065205078,6.8304507079322694e-18,0.9987153189995818
124,1934,Rodney Buford,1999,2,2000-01,43,241,104,0.4315352697095436,draft,3.2017112,-14.948406,-5.0986295,12.94245,8.865575,-7.547372,2.6905265,-5.295156,7.2615075,-1.4874755,3.5154276,21.11276,2.9382164,-10.97654,-4.588892,-0.09856689,1.8341414,14.841228,5.535226,-7.2152777,-20.084183,-1.664111,-16.448793,-10.673388,4,Midrange Shot Creators,0.9999999263903048,1.2843824386170228e-06,2.6771383360657127e-10,2.239521200040215e-14,7.334195673133677e-08,1.8363690828475103e-38,0.9999999263903048
125,1934,Rodney Buford,1999,3,2001-02,63,592,258,0.4358108108108108,draft,8.132314,-13.686298,-6.2259226,22.360579,13.903452,-9.314328,9.904835,-3.4445546,0.4546473,-3.0056353,12.359656,14.460683,1.659404,-11.525969,-10.863609,-2.9013977,3.7506092,19.868645,-0.11035514,-15.76028,-15.403108,12.334299,-16.444164,-8.742136,0,Rim Pressure Drivers,0.9945339599381126,0.033924774574887274,0.9945339599381126,4.301165999576744e-21,2.582784327256096e-44,2.5815772036584555e-20,0.005466040061890616
126,1937,Tim Young,1999,1,1999-00,17,39,13,0.3333333333333333,draft,8.78038,-15.906366,-3.8504977,13.158509,11.646638,-21.746525,-0.36094016,5.4242706,14.078981,7.5995083,11.238472,18.455532,-1.936378,-19.935978,-3.6750631,-4.0102873,0.32865167,12.559384,-5.131487,-9.245645,-17.006031,10.02729,-15.565811,-4.6116843,3,Interior Finishers,0.9999999999980673,5.400402109198389e-11,9.454895594163579e-82,6.694513590006407e-34,1.9304805184456135e-12,0.9999999999980673,2.5391883891071674e-19
127,1938,Manu Ginobili,1999,4,2002-03,67,396,174,0.4393939393939394,draft,14.618481,-6.7787952,-0.60378766,19.366505,13.05527,-4.4559355,7.9047065,-7.869863,13.741182,2.3167982,8.208642,14.670538,-2.6352637,-6.3753266,-14.274143,1.3189096,2.2723045,14.751393,-0.57259,-11.318851,-20.813889,13.2216015,-14.615488,-3.4317029,4,Midrange Shot Creators,0.9885261773981767,0.06280259142065017,0.01145601088879593,2.1995799920800201e-13,5.855491596556238e-08,1.7753157889562977e-05,0.9885261773981767
128,2030,Kenyon Martin,2000,1,2000-01,68,776,346,0.4458762886597938,draft,12.71372,-19.40952,-1.7996732,24.779,20.140633,-8.2714815,17.07341,-5.9231324,3.2350028,4.802017,7.5351315,26.044498,4.8240733,-7.675167,-13.772413,0.80668294,2.0644884,19.597221,-0.5084357,-17.414448,-18.616879,6.8802943,-23.782164,-20.658733,4,Midrange Shot Creators,0.8287354499495855,0.4578856626916351,3.7254725041712333e-14,3.053100461144219e-34,0.17126455005037594,3.0735897881934955e-50,0.8287354499495855
129,2030,Kenyon Martin,2000,2,2001-02,73,961,445,0.4630593132154006,draft,14.350688,-19.666653,-9.696384,26.809347,20.638657,-18.851854,10.7595825,-1.7534994,1.2217937,6.8918285,23.678642,19.35669,3.0810974,-17.508228,-18.515463,2.8653657,7.8293276,29.300388,-1.8585525,-19.541294,-12.568403,21.044899,-21.31126,-16.38514,2,Arc-Heavy Spacers,0.9484060613166567,0.20345955357284987,0.05156073253323418,1.635858877306925e-67,0.9484060613166567,4.245621999073956e-08,3.316369388800919e-05
130,2030,Kenyon Martin,2000,3,2002-03,77,1080,509,0.4712962962962962,draft,16.276321,-19.650743,-10.949297,34.268394,27.884888,-22.64448,13.301308,-6.4738884,-6.5790977,7.3125057,27.11924,25.16365,4.9926443,-15.765293,-23.109934,-1.3145756,4.4442472,37.639305,-5.7234764,-23.1215,-16.834362,27.146608,-24.046396,-20.660135,0,Rim Pressure Drivers,0.8748035928796127,0.37715217560155734,0.8748035928796127,1.3698535318648545e-87,1.9864497824170916e-37,1.2902576069381976e-13,0.12519640712025826
131,2030,Kenyon Martin,2000,4,2003-04,65,900,439,0.4877777777777777,draft,12.444103,-22.885471,-15.469329,31.949137,27.424782,-22.565424,15.422789,-1.7226241,-5.11947,7.425343,24.265415,28.41549,4.4686556,-18.36965,-20.350796,1.8177907,5.661951,36.79349,1.513752,-25.893784,-15.409182,23.216904,-27.573486,-20.22194,0,Rim Pressure Drivers,0.9982536875758112,0.013087124357991338,0.9982536875758112,2.950212820717711e-96,0.0016888120203211272,9.72022239862169e-15,5.750040385952302e-05
132,2031,Stromile Swift,2000,1,2000-01,75,339,153,0.4513274336283185,draft,19.912039,-9.149704,-1.9077909,14.859836,16.56962,-12.29949,13.752262,-1.413101,14.935583,7.527364,17.072369,21.262003,1.2632143,-13.444759,-18.859673,1.5625974,5.7360687,21.733297,-0.0140657425,-22.830883,-14.372146,17.617767,-25.954147,-15.896466,2,Arc-Heavy Spacers,0.9999999292171563,1.2460532402192069e-06,2.762691570541737e-28,9.037480113612678e-63,0.9999999292171563,6.85465694270207e-08,2.236275804312415e-09
133,2031,Stromile Swift,2000,2,2001-02,66,611,293,0.4795417348608838,draft,19.234833,-22.69124,-13.952265,34.676643,31.42524,-25.38206,16.030441,2.1796184,-2.5646622,13.14724,32.394775,25.73214,9.062561,-17.582726,-25.383354,6.9184904,9.784882,37.762806,-2.4592314,-27.52554,-10.2049465,27.703365,-26.703182,-25.578648,2,Arc-Heavy Spacers,0.9999997960113939,3.3484091155681466e-06,2.513371444898026e-10,6.245762761210836e-140,0.9999997960113939,8.2959188050614e-16,2.037372683030234e-07
134,2031,Stromile Swift,2000,3,2002-03,66,489,235,0.4805725971370143,draft,21.674934,-18.756495,-16.975925,39.591724,37.38161,-26.6543,18.620785,-1.2617223,-3.7563274,13.431715,30.914684,29.444248,15.666775,-24.595732,-29.98951,6.49761,12.477581,41.85178,-8.076692,-28.26941,-20.654877,31.290472,-28.980682,-26.208681,4,Midrange Shot Creators,0.9647212590659361,0.15263788219955235,1.5655774777885614e-09,1.1363694359977744e-127,0.03527873936848811,1.6037964396062496e-28,0.9647212590659361
135,2031,Stromile Swift,2000,4,2003-04,77,571,268,0.4693520140105078,draft,9.908401,-25.351322,-14.955145,28.94064,19.603525,-16.308052,10.809188,-9.012672,0.9698502,5.114923,17.446957,33.836983,6.2559204,-20.470772,-20.383938,2.2648175,8.879474,36.520134,5.3980517,-17.226866,-27.540518,14.465012,-28.864388,-21.407566,2,Arc-Heavy Spacers,0.9926856612511239,0.04325884642505173,1.1675133614451087e-27,1.3762829598747043e-103,0.9926856612511239,9.134876751441539e-40,0.007314338748879113
136,2032,Darius Miles,2000,1,2000-01,79,629,318,0.505564387917329,draft,19.294289,-26.27246,-17.415848,39.423637,33.74408,-32.536823,20.614218,-8.008287,-10.295906,15.013094,34.30123,35.975636,8.109703,-16.354973,-25.341667,-4.07112,4.335658,52.083183,-3.023062,-36.09484,-10.406105,34.673412,-36.009598,-25.095898,4,Midrange Shot Creators,0.7926362807987766,0.5104427841066506,0.2073637192012301,1.5778729836958787e-156,2.1462636522483646e-116,0.0,0.7926362807987766
137,2032,Darius Miles,2000,2,2001-02,82,640,308,0.48125,draft,13.893051,-18.531471,-16.654753,32.09506,27.429337,-28.261272,16.131788,-6.1322465,-5.7510395,13.070936,26.494753,32.988083,9.160335,-17.008057,-18.587667,-3.8425384,3.8136716,40.667213,-0.1543963,-29.03616,-14.979719,25.747772,-28.656433,-21.295723,0,Rim Pressure Drivers,0.9875834214141838,0.06683209233350997,0.9875834214141838,4.649428529358242e-88,9.569958792492497e-61,9.835795111154466e-284,0.01241657858581357
138,2032,Darius Miles,2000,3,2002-03,67,640,263,0.4109375,draft,17.210466,-14.751367,-3.9146376,18.101257,16.870646,-12.342051,11.692513,-2.913223,8.631286,8.028446,16.55235,20.415989,4.710458,-10.644426,-18.803738,5.0562587,5.221594,23.439655,0.82227445,-17.991491,-12.694003,14.449185,-20.615599,-17.659302,2,Arc-Heavy Spacers,0.9996033685737783,0.003532638000676649,5.861465597823265e-10,4.86434913885987e-44,0.9996033685737783,0.00039102087804054284,5.60996203595147e-06
139,2032,Darius Miles,2000,4,2003-04,77,752,365,0.4853723404255319,draft,14.520565,-16.158339,-12.49733,26.572765,22.602333,-20.763895,8.518536,0.69540644,5.021742,10.520022,24.262253,26.241314,7.2621956,-17.302631,-20.235,2.827461,8.578249,29.96867,0.027155876,-20.442831,-19.330788,19.386112,-22.665264,-17.62723,2,Arc-Heavy Spacers,0.9990384448654356,0.008000140846314754,0.0008429583055247237,6.85061947985103e-73,0.9990384448654356,1.5400619842107765e-13,0.00011859682888326948
140,2033,Marcus Fizer,2000,1,2000-01,72,645,278,0.4310077519379845,draft,7.1721797,-8.682588,-9.205394,22.442995,19.271935,-21.692589,-3.5978246,-8.048657,-4.8875427,6.1969004,19.786383,29.522284,5.2089195,-5.7323394,-7.221591,-13.626418,-3.0061123,32.300663,7.559815,-19.436802,-15.009334,14.283307,-20.646011,-4.5835342,0,Rim Pressure Drivers,0.9999998929026135,1.888652691166781e-06,0.9999998929026135,7.795112173129455e-08,0.0,0.0,2.914625898729117e-08
141,2033,Marcus Fizer,2000,2,2001-02,76,846,371,0.4385342789598109,draft,12.691633,-19.559628,-8.7815895,25.687782,24.058247,-12.742612,11.399845,0.09720802,5.8367224,4.0432763,15.439303,17.618061,5.111587,-12.416216,-14.857336,0.7382603,5.836095,19.651577,-3.0081897,-20.741835,-13.94579,16.787678,-22.481369,-17.182589,2,Arc-Heavy Spacers,0.9950577304749072,0.03403128693771014,0.003632955489553171,1.6659397767334813e-43,0.9950577304749072,7.507036580760651e-08,0.0013092389651745695
142,2033,Marcus Fizer,2000,3,2002-03,38,383,178,0.464751958224543,draft,16.073547,-24.072458,-14.715447,29.891111,21.293322,-22.424437,9.0883465,-4.654104,4.3672657,9.17861,28.305496,18.651445,5.721014,-20.802124,-21.136932,2.267112,9.804956,32.865025,-8.045673,-19.66241,-14.757085,27.339607,-23.044218,-19.217918,2,Arc-Heavy Spacers,0.9999992263604448,1.1660560624639961e-05,1.418680980540932e-25,2.42643544572235e-117,0.9999992263604448,1.173499364965355e-11,7.736278201582405e-07
143,2033,Marcus Fizer,2000,4,2003-04,44,349,134,0.3839541547277937,draft,15.217215,-16.159134,-8.061422,23.863037,18.686798,-12.508173,14.642572,-7.397211,1.9070671,2.5766351,18.339764,17.484976,6.032838,-15.36557,-19.611282,1.696278,6.872305,26.594654,-1.0723708,-22.173853,-12.344239,18.810188,-22.210957,-19.81077,2,Arc-Heavy Spacers,0.9888498198490054,0.06773324583659929,4.486218879568271e-06,8.445556680625153e-54,0.9888498198490054,0.0029799031487080896,0.008165790783404734
144,2034,Mike Miller,2000,1,2000-01,80,845,368,0.4355029585798816,draft,4.6396203,-14.064295,-5.384549,17.426546,12.638623,-4.9358935,4.5858474,-3.0741248,6.398907,-2.7924259,2.4974623,14.409718,0.54771674,-1.4090149,-4.955668,-3.0788999,-1.0192093,13.173148,0.72978854,-10.590248,-14.66098,6.414588,-15.746686,-2.5457554,0,Rim Pressure Drivers,0.998076378243046,0.013952407237323189,0.998076378243046,1.095865104691373e-07,4.266860025550886e-55,2.443826625983078e-73,0.0019235121704439095
145,2034,Mike Miller,2000,2,2001-02,63,802,351,0.4376558603491272,draft,7.4591365,-10.116407,-9.818018,27.069077,18.445953,-10.562586,9.187231,-1.0629046,-3.5161293,-6.7172174,10.586719,17.308744,2.781153,-12.184814,-13.156576,3.2089548,4.9135065,26.924698,-3.3036625,-12.836954,-22.628532,15.188887,-17.444881,-2.434351,4,Midrange Shot Creators,0.9096628131188269,0.30331725711443674,0.0903371868811702,2.0397282918529548e-32,2.0782775091869673e-196,1.0341415372508744e-97,0.9096628131188269
146,2034,Mike Miller,2000,3,2002-03,65,859,373,0.4342258440046566,draft,9.040069,-13.85338,-7.1234393,23.66943,19.040613,-11.891094,8.422443,-4.132588,1.4852076,1.9056327,10.724701,20.50736,3.2820938,-9.426378,-10.806147,-1.061056,3.1565132,22.375992,0.5286944,-14.653976,-16.549505,12.447055,-20.079727,-9.280635,0,Rim Pressure Drivers,0.9999965205122545,4.7211860010586826e-05,0.9999965205122545,7.154754798625768e-28,2.1864975772546538e-27,6.094207104252953e-53,3.479487745667812e-06
147,2034,Mike Miller,2000,4,2003-04,65,616,270,0.4383116883116883,draft,7.6717353,-12.947639,-10.464119,26.048912,20.441936,-13.495609,3.5141091,-14.613462,-3.2772717,-2.3388402,10.135573,24.358864,4.0800924,-8.219847,-11.649509,-2.7333074,-0.702026,31.515137,4.347769,-15.648928,-19.3248,12.9623165,-20.468801,-7.2970133,4,Midrange Shot Creators,0.9979640448634453,0.014650268041567016,0.0020359551365527716,4.2849549606588066e-19,6.744277789699586e-104,2.2925e-320,0.9979640448634453
148,2035,DerMarr Johnson,2000,1,2000-01,72,388,146,0.3762886597938144,draft,5.8503284,-14.441927,-8.144113,21.991245,16.74219,-11.649937,8.183916,-2.5051222,1.7699189,3.5561767,8.891178,20.323755,5.465692,-9.7486725,-8.861113,1.2483683,3.546149,19.964092,3.1881685,-12.354548,-16.863531,8.822241,-16.519001,-10.065631,0,Rim Pressure Drivers,0.9998731644188179,0.0012648748760204986,0.9998731644188179,1.050956977603041e-19,2.856026360528385e-17,1.4857852508429318e-48,0.00012683558118063815
