tensor_index,PLAYER_ID,season_num,PLAYER_NAME,season_string,DRAFT_YEAR,games_with_shots,shot_attempts,shot_makes,fg_pct
1164,201153,3,Julian Wright,2009-10,2007,61,232,116,0.5
1165,201153,4,Julian Wright,2010-11,2007,37,160,82,0.5125
1166,201154,1,Al Thornton,2007-08,2007,79,870,374,0.4298850574712644
1167,201154,2,Al Thornton,2008-09,2007,71,1047,469,0.4479465138490926
1168,201154,3,Al Thornton,2009-10,2007,74,675,320,0.4740740740740741
1169,201154,4,Al Thornton,2010-11,2007,70,430,205,0.47674418604651164
1170,201155,1,Rodney Stuckey,2007-08,2007,56,381,153,0.4015748031496063
1171,201155,2,Rodney Stuckey,2008-09,2007,79,907,401,0.4421168687982359
1172,201155,3,Rodney Stuckey,2009-10,2007,73,1106,449,0.40596745027124775
1173,201155,4,Rodney Stuckey,2010-11,2007,70,823,363,0.44106925880923453
1174,201156,1,Nick Young,2007-08,2007,73,478,210,0.4393305439330544
1175,201156,2,Nick Young,2008-09,2007,82,756,336,0.4444444444444444
1176,201156,3,Nick Young,2009-10,2007,73,557,233,0.41831238779174146
1177,201156,4,Nick Young,2010-11,2007,64,934,412,0.4411134903640257
1178,201157,1,Sean Williams,2007-08,2007,63,305,164,0.5377049180327869
1179,201157,2,Sean Williams,2008-09,2007,28,72,30,0.4166666666666667
1180,201157,3,Sean Williams,2009-10,2007,14,49,21,0.42857142857142855
1181,201158,1,Marco Belinelli,2007-08,2007,25,92,36,0.391304347826087
1182,201158,2,Marco Belinelli,2008-09,2007,40,316,140,0.4430379746835443
1183,201158,3,Marco Belinelli,2009-10,2007,63,372,154,0.41397849462365593
1184,201158,4,Marco Belinelli,2010-11,2007,79,690,301,0.43623188405797103
1185,201159,1,Javaris Crittenton,2007-08,2007,46,233,98,0.4206008583690987
1186,201159,2,Javaris Crittenton,2008-09,2007,56,285,131,0.45964912280701753
1187,201160,1,Jason Smith,2007-08,2007,74,310,141,0.45483870967741935
1188,201160,3,Jason Smith,2009-10,2007,48,174,75,0.43103448275862066
1189,201160,4,Jason Smith,2010-11,2007,74,307,136,0.44299674267100975
1190,201161,1,Daequan Cook,2007-08,2007,58,512,196,0.3828125
1191,201161,2,Daequan Cook,2008-09,2007,72,643,242,0.37636080870917576
1192,201161,3,Daequan Cook,2009-10,2007,37,252,81,0.32142857142857145
1193,201161,4,Daequan Cook,2010-11,2007,40,180,79,0.4388888888888889
1194,201162,1,Jared Dudley,2007-08,2007,69,348,163,0.46839080459770116
1195,201162,2,Jared Dudley,2008-09,2007,57,284,136,0.4788732394366197
1196,201162,3,Jared Dudley,2009-10,2007,82,488,225,0.4610655737704918
1197,201162,4,Jared Dudley,2010-11,2007,82,629,300,0.4769475357710652
1198,201163,1,Wilson Chandler,2007-08,2007,32,242,106,0.4380165289256198
1199,201163,2,Wilson Chandler,2008-09,2007,82,1051,455,0.4329210275927688
1200,201163,3,Wilson Chandler,2009-10,2007,65,860,412,0.4790697674418605
1201,201163,4,Wilson Chandler,2010-11,2007,72,952,429,0.45063025210084034
1202,201164,2,Rudy Fernandez,2008-09,2007,78,629,268,0.4260731319554849
1203,201164,3,Rudy Fernandez,2009-10,2007,61,422,160,0.3791469194312796
1204,201164,4,Rudy Fernandez,2010-11,2007,78,575,213,0.37043478260869567
1205,201165,2,Morris Almond,2008-09,2007,18,81,33,0.4074074074074074
1206,201166,1,Aaron Brooks,2007-08,2007,49,225,93,0.41333333333333333
1207,201166,2,Aaron Brooks,2008-09,2007,80,774,316,0.4082687338501292
1208,201166,3,Aaron Brooks,2009-10,2007,82,1327,574,0.4325546345139412
1209,201166,4,Aaron Brooks,2010-11,2007,59,579,220,0.3799654576856649
1210,201168,4,Tiago Splitter,2010-11,2007,48,191,101,0.5287958115183246
1211,201169,2,Alando Tucker,2008-09,2007,27,120,52,0.43333333333333335
1212,201169,3,Alando Tucker,2009-10,2007,13,39,17,0.4358974358974359
1213,201171,1,Carl Landry,2007-08,2007,41,219,135,0.6164383561643836
1214,201171,2,Carl Landry,2008-09,2007,69,418,240,0.5741626794258373
1215,201171,3,Carl Landry,2009-10,2007,80,931,499,0.5359828141783028
1216,201171,4,Carl Landry,2010-11,2007,76,685,345,0.5036496350364964
1217,201172,1,Gabe Pruitt,2007-08,2007,13,39,14,0.358974358974359
1218,201172,2,Gabe Pruitt,2008-09,2007,34,101,31,0.3069306930693069
1219,201174,1,Nick Fazekas,2007-08,2007,25,82,46,0.5609756097560976
1220,201175,1,Glen Davis,2007-08,2007,61,221,107,0.4841628959276018
1221,201175,2,Glen Davis,2008-09,2007,76,448,199,0.44419642857142855
1222,201175,3,Glen Davis,2009-10,2007,54,278,122,0.43884892086330934
1223,201175,4,Glen Davis,2010-11,2007,78,799,359,0.4493116395494368
1224,201176,1,Jermareo Davidson,2007-08,2007,32,125,51,0.408
1225,201176,2,Jermareo Davidson,2008-09,2007,10,35,17,0.4857142857142857
1226,201177,2,Josh McRoberts,2008-09,2007,27,83,35,0.42168674698795183
1227,201177,3,Josh McRoberts,2009-10,2007,34,145,76,0.5241379310344828
1228,201177,4,Josh McRoberts,2010-11,2007,71,386,211,0.5466321243523317
1229,201178,2,Kyrylo Fesenko,2008-09,2007,17,36,21,0.5833333333333334
1230,201178,3,Kyrylo Fesenko,2009-10,2007,32,95,52,0.5473684210526316
1231,201178,4,Kyrylo Fesenko,2010-11,2007,39,100,44,0.44
1232,201181,1,Chris Richard,2007-08,2007,36,87,41,0.47126436781609193
1233,201181,3,Chris Richard,2009-10,2007,13,29,15,0.5172413793103449
1234,201186,1,Stephane Lasme,2007-08,2007,14,71,32,0.4507042253521127
1235,201187,1,Dominic McGuire,2007-08,2007,44,103,39,0.3786407766990291
1236,201187,2,Dominic McGuire,2008-09,2007,74,324,140,0.43209876543209874
1237,201187,3,Dominic McGuire,2009-10,2007,31,52,19,0.36538461538461536
1238,201187,4,Dominic McGuire,2010-11,2007,45,182,72,0.3956043956043956
1239,201188,2,Marc Gasol,2008-09,2007,82,661,350,0.529500756429652
1240,201188,3,Marc Gasol,2009-10,2007,69,651,378,0.5806451612903226
1241,201188,4,Marc Gasol,2010-11,2007,81,687,364,0.529839883551674
1242,201189,1,Aaron Gray,2007-08,2007,53,204,103,0.5049019607843137
1243,201189,2,Aaron Gray,2008-09,2007,48,166,81,0.4879518072289157
1244,201189,3,Aaron Gray,2009-10,2007,26,82,42,0.5121951219512195
1245,201189,4,Aaron Gray,2010-11,2007,32,99,56,0.5656565656565656
1246,201192,1,Taurean Green,2007-08,2007,12,25,7,0.28
1247,201196,1,Ramon Sessions,2007-08,2007,16,115,51,0.4434782608695652
1248,201196,2,Ramon Sessions,2008-09,2007,79,774,345,0.44573643410852715
1249,201196,3,Ramon Sessions,2009-10,2007,82,554,253,0.4566787003610108
1250,201196,4,Ramon Sessions,2010-11,2007,81,776,362,0.46649484536082475
1251,201563,3,Michael Beasley,2010-11,2008,73,1246,561,0.45024077046548955
1252,201563,4,Michael Beasley,2011-12,2008,47,495,221,0.44646464646464645
1253,201564,1,O.J. Mayo,2008-09,2008,82,1280,562,0.4390625
1254,201564,2,O.J. Mayo,2009-10,2008,82,1181,542,0.45893310753598643
1255,201564,3,O.J. Mayo,2010-11,2008,71,742,304,0.40970350404312667
1256,201564,4,O.J. Mayo,2011-12,2008,66,735,300,0.40816326530612246
1257,201565,1,Derrick Rose,2008-09,2008,81,1202,574,0.47753743760399336
1258,201565,2,Derrick Rose,2009-10,2008,78,1371,672,0.49015317286652077
1259,201565,3,Derrick Rose,2010-11,2008,81,1589,711,0.44745122718691
1260,201565,4,Derrick Rose,2011-12,2008,39,690,302,0.43768115942028984
1261,201566,1,Russell Westbrook,2008-09,2008,82,1092,436,0.3992673992673993
1262,201566,2,Russell Westbrook,2009-10,2008,82,1159,485,0.4184641932700604
1263,201566,3,Russell Westbrook,2010-11,2008,82,1390,614,0.441726618705036
1264,201566,4,Russell Westbrook,2011-12,2008,66,1264,578,0.4572784810126582
1265,201567,1,Kevin Love,2008-09,2008,81,683,316,0.46266471449487556
1266,201567,2,Kevin Love,2009-10,2008,60,641,291,0.4539781591263651
1267,201567,3,Kevin Love,2010-11,2008,73,1022,482,0.47162426614481406
1268,201567,4,Kevin Love,2011-12,2008,55,1057,474,0.44843897824030277
1269,201568,1,Danilo Gallinari,2008-09,2008,28,125,56,0.448
1270,201568,2,Danilo Gallinari,2009-10,2008,81,927,392,0.4228694714131607
1271,201568,3,Danilo Gallinari,2010-11,2008,62,639,265,0.41471048513302033
1272,201568,4,Danilo Gallinari,2011-12,2008,43,465,193,0.4150537634408602
1273,201569,1,Eric Gordon,2008-09,2008,78,896,411,0.45870535714285715
1274,201569,2,Eric Gordon,2009-10,2008,62,782,352,0.45012787723785164
1275,201569,3,Eric Gordon,2010-11,2008,56,948,427,0.45042194092827004
1276,201569,4,Eric Gordon,2011-12,2008,9,140,63,0.45
1277,201570,1,Joe Alexander,2008-09,2008,53,245,102,0.4163265306122449
1278,201571,1,D.J. Augustin,2008-09,2008,72,619,267,0.43134087237479807
1279,201571,2,D.J. Augustin,2009-10,2008,79,430,168,0.39069767441860465
1280,201571,3,D.J. Augustin,2010-11,2008,82,952,399,0.41911764705882354
1281,201571,4,D.J. Augustin,2011-12,2008,47,485,183,0.37731958762886597
1282,201572,1,Brook Lopez,2008-09,2008,82,844,448,0.5308056872037915
1283,201572,2,Brook Lopez,2009-10,2008,82,1129,563,0.49867139061116034
1284,201572,3,Brook Lopez,2010-11,2008,82,1309,644,0.4919786096256685
1285,201572,4,Brook Lopez,2011-12,2008,5,77,38,0.4935064935064935
1286,201573,1,Jerryd Bayless,2008-09,2008,47,188,69,0.3670212765957447
1287,201573,2,Jerryd Bayless,2009-10,2008,71,483,200,0.4140786749482402
1288,201573,3,Jerryd Bayless,2010-11,2008,69,517,218,0.42166344294003866
1289,201573,4,Jerryd Bayless,2011-12,2008,30,276,117,0.42391304347826086
1290,201574,1,Jason Thompson,2008-09,2008,82,713,356,0.4992987377279102
1291,201574,2,Jason Thompson,2009-10,2008,75,782,370,0.4731457800511509
1292,201574,3,Jason Thompson,2010-11,2008,75,534,271,0.5074906367041199
1293,201574,4,Jason Thompson,2011-12,2008,63,443,237,0.5349887133182845
1294,201575,1,Brandon Rush,2008-09,2008,72,574,243,0.42334494773519166
1295,201575,2,Brandon Rush,2009-10,2008,82,702,297,0.4230769230769231
1296,201575,3,Brandon Rush,2010-11,2008,67,514,217,0.42217898832684825
1297,201575,4,Brandon Rush,2011-12,2008,64,468,235,0.5021367521367521
1298,201576,1,Anthony Randolph,2008-09,2008,60,431,199,0.4617169373549884
1299,201576,2,Anthony Randolph,2009-10,2008,33,308,137,0.4448051948051948
1300,201576,3,Anthony Randolph,2010-11,2008,37,263,123,0.467680608365019
1301,201576,4,Anthony Randolph,2011-12,2008,32,200,94,0.47
1302,201577,1,Robin Lopez,2008-09,2008,48,137,71,0.5182481751824818
1303,201577,2,Robin Lopez,2009-10,2008,45,291,171,0.5876288659793815
1304,201577,3,Robin Lopez,2010-11,2008,64,357,179,0.5014005602240896
1305,201577,4,Robin Lopez,2011-12,2008,61,269,124,0.46096654275092935
1306,201578,1,Marreese Speights,2008-09,2008,76,500,252,0.504
1307,201578,2,Marreese Speights,2009-10,2008,62,442,212,0.4796380090497738
1308,201578,3,Marreese Speights,2010-11,2008,59,290,144,0.496551724137931
1309,201578,4,Marreese Speights,2011-12,2008,60,487,221,0.4537987679671458
1310,201579,1,Roy Hibbert,2008-09,2008,67,420,198,0.4714285714285714
1311,201579,2,Roy Hibbert,2009-10,2008,81,782,387,0.4948849104859335
1312,201579,3,Roy Hibbert,2010-11,2008,81,889,410,0.4611923509561305
1313,201579,4,Roy Hibbert,2011-12,2008,65,668,332,0.49700598802395207
1314,201580,1,JaVale McGee,2008-09,2008,71,387,191,0.4935400516795866
1315,201580,2,JaVale McGee,2009-10,2008,55,307,156,0.50814332247557
1316,201580,3,JaVale McGee,2010-11,2008,79,604,332,0.5496688741721855
1317,201580,4,JaVale McGee,2011-12,2008,61,552,307,0.5561594202898551
1318,201581,1,JJ Hickson,2008-09,2008,54,194,100,0.5154639175257731
1319,201581,2,JJ Hickson,2009-10,2008,81,521,289,0.5547024952015355
1320,201581,3,JJ Hickson,2010-11,2008,80,936,429,0.4583333333333333
1321,201581,4,JJ Hickson,2011-12,2008,53,392,183,0.46683673469387754
1322,201582,1,Alexis Ajinca,2008-09,2008,27,69,25,0.36231884057971014
1323,201582,3,Alexis Ajinca,2010-11,2008,32,133,59,0.44360902255639095
1324,201583,1,Ryan Anderson,2008-09,2008,64,407,160,0.3931203931203931
1325,201583,2,Ryan Anderson,2009-10,2008,60,388,169,0.43556701030927836
1326,201583,3,Ryan Anderson,2010-11,2008,62,524,226,0.4312977099236641
1327,201583,4,Ryan Anderson,2011-12,2008,61,757,332,0.4385733157199472
1328,201584,1,Courtney Lee,2008-09,2008,76,540,243,0.45
1329,201584,2,Courtney Lee,2009-10,2008,71,773,337,0.4359637774902975
1330,201584,3,Courtney Lee,2010-11,2008,80,576,253,0.4392361111111111
1331,201584,4,Courtney Lee,2011-12,2008,58,580,251,0.43275862068965515
1332,201585,1,Kosta Koufos,2008-09,2008,42,185,94,0.5081081081081081
1333,201585,2,Kosta Koufos,2009-10,2008,22,47,22,0.46808510638297873
1334,201585,3,Kosta Koufos,2010-11,2008,41,149,68,0.4563758389261745
1335,201585,4,Kosta Koufos,2011-12,2008,43,192,115,0.5989583333333334
1336,201586,2,Serge Ibaka,2009-10,2008,67,370,201,0.5432432432432432
1337,201586,3,Serge Ibaka,2010-11,2008,81,617,335,0.5429497568881686
1338,201586,4,Serge Ibaka,2011-12,2008,66,490,262,0.5346938775510204
1339,201587,1,Nicolas Batum,2008-09,2008,79,361,161,0.44598337950138506
1340,201587,2,Nicolas Batum,2009-10,2008,37,268,139,0.5186567164179104
1341,201587,3,Nicolas Batum,2010-11,2008,80,803,367,0.45703611457036114
1342,201587,4,Nicolas Batum,2011-12,2008,59,641,289,0.45085803432137284
1343,201588,1,George Hill,2008-09,2008,73,370,150,0.40540540540540543
1344,201588,2,George Hill,2009-10,2008,78,736,353,0.4796195652173913
1345,201588,3,George Hill,2010-11,2008,76,632,287,0.4541139240506329
1346,201588,4,George Hill,2011-12,2008,50,378,168,0.4444444444444444
1347,201589,1,Darrell Arthur,2008-09,2008,73,436,191,0.4380733944954128
1348,201589,2,Darrell Arthur,2009-10,2008,31,145,63,0.43448275862068964
1349,201589,3,Darrell Arthur,2010-11,2008,79,624,310,0.4967948717948718
1350,201590,1,Donte Greene,2008-09,2008,52,236,77,0.326271186440678
1351,201590,2,Donte Greene,2009-10,2008,76,553,244,0.4412296564195298
1352,201590,3,Donte Greene,2010-11,2008,64,386,156,0.40414507772020725
1353,201590,4,Donte Greene,2011-12,2008,51,266,108,0.40601503759398494
1354,201591,1,DJ White,2008-09,2008,7,50,26,0.52
1355,201591,2,DJ White,2009-10,2008,11,41,25,0.6097560975609756
1356,201591,3,DJ White,2010-11,2008,46,219,111,0.5068493150684932
1357,201591,4,DJ White,2011-12,2008,57,353,174,0.49291784702549574
1358,201592,2,J.R. Giddens,2009-10,2008,21,59,28,0.4745762711864407
1359,201593,3,Nikola Pekovic,2010-11,2008,62,263,136,0.5171102661596958
1360,201593,4,Nikola Pekovic,2011-12,2008,46,454,256,0.5638766519823789
1361,201595,3,Joey Dorsey,2010-11,2008,31,99,52,0.5252525252525253
1362,201596,1,Mario Chalmers,2008-09,2008,82,655,278,0.42442748091603055
1363,201596,2,Mario Chalmers,2009-10,2008,73,450,182,0.40444444444444444
1364,201596,3,Mario Chalmers,2010-11,2008,69,386,154,0.39896373056994816
1365,201596,4,Mario Chalmers,2011-12,2008,64,498,223,0.44779116465863456
1366,201599,1,DeAndre Jordan,2008-09,2008,42,147,93,0.6326530612244898
1367,201599,2,DeAndre Jordan,2009-10,2008,62,238,144,0.6050420168067226
1368,201599,3,DeAndre Jordan,2010-11,2008,77,341,234,0.6862170087976539
1369,201599,4,DeAndre Jordan,2011-12,2008,65,326,206,0.6319018404907976
1370,201600,3,Omer Asik,2010-11,2008,61,141,78,0.5531914893617021
1371,201600,4,Omer Asik,2011-12,2008,56,156,79,0.5064102564102564
1372,201601,1,Luc Mbah a Moute,2008-09,2008,81,491,227,0.4623217922606925
1373,201601,2,Luc Mbah a Moute,2009-10,2008,70,369,177,0.4796747967479675
1374,201601,3,Luc Mbah a Moute,2010-11,2008,78,427,198,0.4637002341920375
1375,201601,4,Luc Mbah a Moute,2011-12,2008,43,261,133,0.5095785440613027
1376,201602,1,Kyle Weaver,2008-09,2008,53,244,113,0.46311475409836067
1377,201602,2,Kyle Weaver,2009-10,2008,11,33,12,0.36363636363636365
1378,201602,3,Kyle Weaver,2010-11,2008,5,25,9,0.36
1379,201603,1,Sonny Weems,2008-09,2008,9,25,8,0.32
1380,201603,2,Sonny Weems,2009-10,2008,66,456,236,0.5175438596491229
1381,201603,3,Sonny Weems,2010-11,2008,58,512,228,0.4453125
1382,201604,1,Chris Douglas-Roberts,2008-09,2008,39,175,81,0.46285714285714286
1383,201604,2,Chris Douglas-Roberts,2009-10,2008,67,572,255,0.4458041958041958
1384,201604,3,Chris Douglas-Roberts,2010-11,2008,42,273,117,0.42857142857142855
1385,201605,2,Nathan Jawai,2009-10,2008,37,110,49,0.44545454545454544
1386,201606,1,Sean Singletary,2008-09,2008,29,83,31,0.37349397590361444
1387,201609,1,Goran Dragic,2008-09,2008,54,222,88,0.3963963963963964
1388,201609,2,Goran Dragic,2009-10,2008,80,489,222,0.4539877300613497
1389,201609,3,Goran Dragic,2010-11,2008,70,441,192,0.43537414965986393
1390,201609,4,Goran Dragic,2011-12,2008,66,600,277,0.46166666666666667
1391,201611,1,Henry Walker,2008-09,2008,21,58,36,0.6206896551724138
1392,201611,2,Henry Walker,2009-10,2008,29,232,120,0.5172413793103449
1393,201611,3,Henry Walker,2010-11,2008,55,236,104,0.4406779661016949
1394,201611,4,Henry Walker,2011-12,2008,32,171,68,0.39766081871345027
1395,201612,1,Malik Hairston,2008-09,2008,10,49,24,0.4897959183673469
1396,201612,2,Malik Hairston,2009-10,2008,26,76,40,0.5263157894736842
1397,201616,1,Darnell Jackson,2008-09,2008,38,86,37,0.43023255813953487
1398,201616,2,Darnell Jackson,2009-10,2008,15,30,9,0.3
1399,201616,3,Darnell Jackson,2010-11,2008,48,156,77,0.4935897435897436
1400,201623,3,Semih Erden,2010-11,2008,36,111,62,0.5585585585585585
1401,201623,4,Semih Erden,2011-12,2008,22,74,39,0.527027027027027
1402,201933,2,Blake Griffin,2010-11,2009,82,1373,696,0.5069191551347414
1403,201933,3,Blake Griffin,2011-12,2009,66,1019,561,0.55053974484789
1404,201933,4,Blake Griffin,2012-13,2009,80,1072,577,0.5382462686567164
1405,201934,1,Hasheem Thabeet,2009-10,2009,51,131,77,0.5877862595419847
1406,201934,2,Hasheem Thabeet,2010-11,2009,26,40,17,0.425
1407,201934,4,Hasheem Thabeet,2012-13,2009,44,106,64,0.6037735849056604
1408,201935,1,James Harden,2009-10,2009,76,576,233,0.4045138888888889
1409,201935,2,James Harden,2010-11,2009,82,683,298,0.4363103953147877
1410,201935,3,James Harden,2011-12,2009,62,629,309,0.4912559618441971
1411,201935,4,James Harden,2012-13,2009,78,1336,585,0.437874251497006
1412,201936,1,Tyreke Evans,2009-10,2009,72,1161,533,0.4590869939707149
1413,201936,2,Tyreke Evans,2010-11,2009,57,931,381,0.4092373791621912
1414,201936,3,Tyreke Evans,2011-12,2009,63,898,408,0.45434298440979953
1415,201936,4,Tyreke Evans,2012-13,2009,65,760,365,0.48026315789473684
1416,201937,3,Ricky Rubio,2011-12,2009,41,388,139,0.3582474226804124
1417,201937,4,Ricky Rubio,2012-13,2009,56,514,185,0.35992217898832685
1418,201938,1,Jonny Flynn,2009-10,2009,81,952,397,0.4170168067226891
1419,201938,2,Jonny Flynn,2010-11,2009,53,294,108,0.3673469387755102
1420,201938,3,Jonny Flynn,2011-12,2009,27,131,46,0.3511450381679389
1421,201939,1,Stephen Curry,2009-10,2009,79,1138,528,0.46397188049209137
1422,201939,2,Stephen Curry,2010-11,2009,74,1051,505,0.4804947668886774
1423,201939,3,Stephen Curry,2011-12,2009,25,296,145,0.48986486486486486
1424,201939,4,Stephen Curry,2012-13,2009,78,1382,626,0.45296671490593343
1425,201941,1,Jordan Hill,2009-10,2009,45,201,99,0.4925373134328358
1426,201941,2,Jordan Hill,2010-11,2009,64,351,173,0.4928774928774929
1427,201941,3,Jordan Hill,2011-12,2009,37,165,82,0.49696969696969695
1428,201941,4,Jordan Hill,2012-13,2009,28,153,77,0.5032679738562091
1429,201942,1,DeMar DeRozan,2009-10,2009,77,510,255,0.5
1430,201942,2,DeMar DeRozan,2010-11,2009,82,1150,539,0.46869565217391307
1431,201942,3,DeMar DeRozan,2011-12,2009,63,902,381,0.4223946784922395
1432,201942,4,DeMar DeRozan,2012-13,2009,82,1231,548,0.44516653127538586
1433,201943,1,Brandon Jennings,2009-10,2009,82,1215,451,0.37119341563786007
1434,201943,2,Brandon Jennings,2010-11,2009,63,924,361,0.3906926406926407
1435,201943,3,Brandon Jennings,2011-12,2009,66,1117,468,0.41897940913160253
1436,201943,4,Brandon Jennings,2012-13,2009,80,1246,497,0.398876404494382
1437,201944,1,Terrence Williams,2009-10,2009,75,646,260,0.4024767801857585
1438,201944,2,Terrence Williams,2010-11,2009,21,115,43,0.3739130434782609
1439,201944,3,Terrence Williams,2011-12,2009,29,196,85,0.4336734693877551
1440,201944,4,Terrence Williams,2012-13,2009,19,97,48,0.4948453608247423
1441,201945,1,Gerald Henderson,2009-10,2009,36,103,37,0.3592233009708738
1442,201945,2,Gerald Henderson,2010-11,2009,68,569,259,0.45518453427065025
1443,201945,3,Gerald Henderson,2011-12,2009,55,719,332,0.4617524339360223
1444,201945,4,Gerald Henderson,2012-13,2009,68,852,382,0.44835680751173707
1445,201946,1,Tyler Hansbrough,2009-10,2009,29,225,81,0.36
1446,201946,2,Tyler Hansbrough,2010-11,2009,68,613,285,0.46492659053833607
1447,201946,3,Tyler Hansbrough,2011-12,2009,66,478,194,0.40585774058577406
1448,201946,4,Tyler Hansbrough,2012-13,2009,81,407,176,0.43243243243243246
1449,201947,1,Earl Clark,2009-10,2009,44,151,56,0.3708609271523179
1450,201947,2,Earl Clark,2010-11,2009,35,158,68,0.43037974683544306
1451,201947,3,Earl Clark,2011-12,2009,36,139,51,0.3669064748201439
