tensor_index,PLAYER_ID,season_num,PLAYER_NAME,season_string,DRAFT_YEAR,games_with_shots,shot_attempts,shot_makes,fg_pct
2385,1626171,1,Bobby Portis,2015-16,2015,60,436,186,0.42660550458715596
2386,1626171,2,Bobby Portis,2016-17,2015,61,374,183,0.4893048128342246
2387,1626171,3,Bobby Portis,2017-18,2015,73,810,382,0.47160493827160493
2388,1626171,4,Bobby Portis,2018-19,2015,50,628,279,0.4442675159235669
2389,1626172,2,Kevon Looney,2016-17,2015,46,107,56,0.5233644859813084
2390,1626172,3,Kevon Looney,2017-18,2015,54,192,112,0.5833333333333334
2391,1626172,4,Kevon Looney,2018-19,2015,77,346,217,0.6271676300578035
2392,1626173,1,Rashad Vaughn,2015-16,2015,66,265,81,0.30566037735849055
2393,1626173,2,Rashad Vaughn,2016-17,2015,30,156,57,0.36538461538461536
2394,1626173,3,Rashad Vaughn,2017-18,2015,17,56,23,0.4107142857142857
2395,1626178,1,Rondae Hollis-Jefferson,2015-16,2015,28,138,63,0.45652173913043476
2396,1626178,2,Rondae Hollis-Jefferson,2016-17,2015,78,541,235,0.4343807763401109
2397,1626178,3,Rondae Hollis-Jefferson,2017-18,2015,68,724,342,0.4723756906077348
2398,1626178,4,Rondae Hollis-Jefferson,2018-19,2015,58,487,200,0.4106776180698152
2399,1626179,1,Terry Rozier,2015-16,2015,34,106,29,0.27358490566037735
2400,1626179,2,Terry Rozier,2016-17,2015,73,407,150,0.36855036855036855
2401,1626179,3,Terry Rozier,2017-18,2015,80,798,316,0.39598997493734334
2402,1626179,4,Terry Rozier,2018-19,2015,79,666,258,0.38738738738738737
2403,1626181,1,Norman Powell,2015-16,2015,45,228,97,0.42543859649122806
2404,1626181,2,Norman Powell,2016-17,2015,73,505,227,0.4495049504950495
2405,1626181,3,Norman Powell,2017-18,2015,65,374,150,0.40106951871657753
2406,1626181,4,Norman Powell,2018-19,2015,59,397,193,0.48614609571788414
2407,1626185,1,Jarell Martin,2015-16,2015,25,115,54,0.46956521739130436
2408,1626185,2,Jarell Martin,2016-17,2015,38,150,58,0.38666666666666666
2409,1626185,3,Jarell Martin,2017-18,2015,72,494,221,0.4473684210526316
2410,1626185,4,Jarell Martin,2018-19,2015,35,104,43,0.41346153846153844
2411,1626191,1,Chris McCullough,2015-16,2015,24,108,44,0.4074074074074074
2412,1626191,2,Chris McCullough,2016-17,2015,14,32,16,0.5
2413,1626191,3,Chris McCullough,2017-18,2015,16,42,18,0.42857142857142855
2414,1626192,1,Pat Connaughton,2015-16,2015,24,49,13,0.2653061224489796
2415,1626192,2,Pat Connaughton,2016-17,2015,24,72,37,0.5138888888888888
2416,1626192,3,Pat Connaughton,2017-18,2015,81,389,165,0.4241645244215938
2417,1626192,4,Pat Connaughton,2018-19,2015,58,350,163,0.4657142857142857
2418,1626195,2,Willy Hernangomez,2016-17,2015,65,465,246,0.5290322580645161
2419,1626195,3,Willy Hernangomez,2017-18,2015,39,164,91,0.5548780487804879
2420,1626195,4,Willy Hernangomez,2018-19,2015,57,295,153,0.5186440677966102
2421,1626196,1,Josh Richardson,2015-16,2015,46,272,123,0.4522058823529412
2422,1626196,2,Josh Richardson,2016-17,2015,53,512,202,0.39453125
2423,1626196,3,Josh Richardson,2017-18,2015,81,884,399,0.4513574660633484
2424,1626196,4,Josh Richardson,2018-19,2015,73,1026,423,0.41228070175438597
2425,1626199,1,Darrun Hilliard,2015-16,2015,35,130,52,0.4
2426,1626199,2,Darrun Hilliard,2016-17,2015,32,126,47,0.373015873015873
2427,1626202,1,Joe Young,2015-16,2015,35,168,62,0.36904761904761907
2428,1626202,2,Joe Young,2016-17,2015,25,71,26,0.36619718309859156
2429,1626202,3,Joe Young,2017-18,2015,49,185,80,0.43243243243243246
2430,1626204,1,Larry Nance Jr.,2015-16,2015,58,298,158,0.5302013422818792
2431,1626204,2,Larry Nance Jr.,2016-17,2015,61,358,190,0.5307262569832403
2432,1626204,3,Larry Nance Jr.,2017-18,2015,66,410,240,0.5853658536585366
2433,1626204,4,Larry Nance Jr.,2018-19,2015,66,478,249,0.5209205020920502
2434,1626209,1,Mario Hezonja,2015-16,2015,74,415,181,0.43614457831325304
2435,1626209,2,Mario Hezonja,2016-17,2015,60,327,117,0.3577981651376147
2436,1626209,3,Mario Hezonja,2017-18,2015,73,617,273,0.44246353322528365
2437,1626209,4,Mario Hezonja,2018-19,2015,56,464,191,0.41163793103448276
2438,1626224,3,Cedi Osman,2017-18,2015,48,185,90,0.4864864864864865
2439,1626224,4,Cedi Osman,2018-19,2015,76,844,360,0.4265402843601896
2440,1627732,2,Ben Simmons,2017-18,2016,81,990,544,0.5494949494949495
2441,1627732,3,Ben Simmons,2018-19,2016,79,960,540,0.5625
2442,1627732,4,Ben Simmons,2019-20,2016,57,647,375,0.5795981452859351
2443,1627733,1,Dragan Bender,2016-17,2016,41,160,57,0.35625
2444,1627733,2,Dragan Bender,2017-18,2016,82,484,187,0.38636363636363635
2445,1627733,3,Dragan Bender,2018-19,2016,42,197,88,0.4467005076142132
2446,1627739,1,Kris Dunn,2016-17,2016,77,313,118,0.3769968051118211
2447,1627739,2,Kris Dunn,2017-18,2016,52,665,286,0.43007518796992483
2448,1627739,3,Kris Dunn,2018-19,2016,46,506,215,0.424901185770751
2449,1627739,4,Kris Dunn,2019-20,2016,50,341,152,0.44574780058651026
2450,1627740,1,Henry Ellenson,2016-17,2016,16,64,23,0.359375
2451,1627740,2,Henry Ellenson,2017-18,2016,34,146,53,0.363013698630137
2452,1627740,3,Henry Ellenson,2018-19,2016,19,95,39,0.4105263157894737
2453,1627741,1,Buddy Hield,2016-17,2016,82,765,326,0.4261437908496732
2454,1627741,2,Buddy Hield,2017-18,2016,80,931,416,0.44683136412459723
2455,1627741,3,Buddy Hield,2018-19,2016,82,1358,623,0.4587628865979381
2456,1627741,4,Buddy Hield,2019-20,2016,72,1162,498,0.42857142857142855
2457,1627742,1,Brandon Ingram,2016-17,2016,79,680,275,0.40441176470588236
2458,1627742,2,Brandon Ingram,2017-18,2016,59,760,358,0.4710526315789474
2459,1627742,3,Brandon Ingram,2018-19,2016,52,729,362,0.49657064471879286
2460,1627742,4,Brandon Ingram,2019-20,2016,62,1095,507,0.46301369863013697
2461,1627744,2,Brice Johnson,2017-18,2016,14,42,20,0.47619047619047616
2462,1627745,3,Damian Jones,2018-19,2016,23,74,53,0.7162162162162162
2463,1627745,4,Damian Jones,2019-20,2016,50,178,121,0.6797752808988764
2464,1627746,1,Skal Labissiere,2016-17,2016,30,218,117,0.536697247706422
2465,1627746,2,Skal Labissiere,2017-18,2016,60,457,205,0.4485776805251641
2466,1627746,3,Skal Labissiere,2018-19,2016,14,49,26,0.5306122448979592
2467,1627746,4,Skal Labissiere,2019-20,2016,32,147,81,0.5510204081632653
2468,1627747,1,Caris LeVert,2016-17,2016,57,380,171,0.45
2469,1627747,2,Caris LeVert,2017-18,2016,71,735,320,0.43537414965986393
2470,1627747,3,Caris LeVert,2018-19,2016,40,483,207,0.42857142857142855
2471,1627747,4,Caris LeVert,2019-20,2016,45,732,311,0.4248633879781421
2472,1627748,1,Thon Maker,2016-17,2016,51,179,81,0.45251396648044695
2473,1627748,2,Thon Maker,2017-18,2016,69,315,130,0.4126984126984127
2474,1627748,3,Thon Maker,2018-19,2016,61,268,109,0.40671641791044777
2475,1627748,4,Thon Maker,2019-20,2016,50,192,93,0.484375
2476,1627749,1,Dejounte Murray,2016-17,2016,31,116,50,0.43103448275862066
2477,1627749,2,Dejounte Murray,2017-18,2016,78,609,270,0.4433497536945813
2478,1627749,4,Dejounte Murray,2019-20,2016,66,637,294,0.46153846153846156
2479,1627750,1,Jamal Murray,2016-17,2016,81,721,295,0.4091539528432732
2480,1627750,2,Jamal Murray,2017-18,2016,81,1057,479,0.4531693472090823
2481,1627750,3,Jamal Murray,2018-19,2016,75,1172,513,0.4377133105802048
2482,1627750,4,Jamal Murray,2019-20,2016,59,891,408,0.45791245791245794
2483,1627751,1,Jakob Poeltl,2016-17,2016,44,115,67,0.5826086956521739
2484,1627751,2,Jakob Poeltl,2017-18,2016,81,384,253,0.6588541666666666
2485,1627751,3,Jakob Poeltl,2018-19,2016,71,290,187,0.6448275862068965
2486,1627751,4,Jakob Poeltl,2019-20,2016,64,266,166,0.6240601503759399
2487,1627752,1,Taurean Prince,2016-17,2016,52,284,114,0.4014084507042254
2488,1627752,2,Taurean Prince,2017-18,2016,82,975,415,0.4256410256410256
2489,1627752,3,Taurean Prince,2018-19,2016,55,592,262,0.44256756756756754
2490,1627752,4,Taurean Prince,2019-20,2016,64,735,278,0.3782312925170068
2491,1627753,2,Zhou Qi,2017-18,2016,13,32,6,0.1875
2492,1627755,1,Tyler Ulis,2016-17,2016,57,432,184,0.42592592592592593
2493,1627755,2,Tyler Ulis,2017-18,2016,68,548,214,0.3905109489051095
2494,1627756,1,Denzel Valentine,2016-17,2016,52,287,102,0.3554006968641115
2495,1627756,2,Denzel Valentine,2017-18,2016,77,719,301,0.41863699582753827
2496,1627756,4,Denzel Valentine,2019-20,2016,34,236,97,0.4110169491525424
2497,1627757,1,Stephen Zimmerman,2016-17,2016,15,31,10,0.3225806451612903
2498,1627759,1,Jaylen Brown,2016-17,2016,76,421,192,0.45605700712589076
2499,1627759,2,Jaylen Brown,2017-18,2016,70,802,373,0.46508728179551123
2500,1627759,3,Jaylen Brown,2018-19,2016,74,792,368,0.46464646464646464
2501,1627759,4,Jaylen Brown,2019-20,2016,57,886,427,0.481941309255079
2502,1627761,1,DeAndre' Bembry,2016-17,2016,30,97,47,0.4845360824742268
2503,1627761,2,DeAndre' Bembry,2017-18,2016,25,128,53,0.4140625
2504,1627761,3,DeAndre' Bembry,2018-19,2016,82,616,275,0.44642857142857145
2505,1627761,4,DeAndre' Bembry,2019-20,2016,41,228,104,0.45614035087719296
2506,1627763,1,Malcolm Brogdon,2016-17,2016,75,631,288,0.45641838351822506
2507,1627763,2,Malcolm Brogdon,2017-18,2016,48,502,244,0.4860557768924303
2508,1627763,3,Malcolm Brogdon,2018-19,2016,64,748,378,0.5053475935828877
2509,1627763,4,Malcolm Brogdon,2019-20,2016,54,744,326,0.4381720430107527
2510,1627767,1,Cheick Diallo,2016-17,2016,15,76,36,0.47368421052631576
2511,1627767,2,Cheick Diallo,2017-18,2016,45,176,102,0.5795454545454546
2512,1627767,3,Cheick Diallo,2018-19,2016,56,270,168,0.6222222222222222
2513,1627767,4,Cheick Diallo,2019-20,2016,39,142,92,0.647887323943662
2514,1627770,1,Kay Felder,2016-17,2016,36,158,62,0.3924050632911392
2515,1627770,2,Kay Felder,2017-18,2016,15,70,21,0.3
2516,1627772,3,Daniel Hamilton,2018-19,2016,18,60,23,0.38333333333333336
2517,1627773,1,AJ Hammons,2016-17,2016,15,42,17,0.40476190476190477
2518,1627774,1,Jake Layman,2016-17,2016,24,88,26,0.29545454545454547
2519,1627774,2,Jake Layman,2017-18,2016,18,47,14,0.2978723404255319
2520,1627774,3,Jake Layman,2018-19,2016,70,424,216,0.5094339622641509
2521,1627774,4,Jake Layman,2019-20,2016,23,179,81,0.45251396648044695
2522,1627775,1,Patrick McCaw,2016-17,2016,60,245,106,0.4326530612244898
2523,1627775,2,Patrick McCaw,2017-18,2016,51,224,92,0.4107142857142857
2524,1627775,3,Patrick McCaw,2018-19,2016,24,63,26,0.4126984126984127
2525,1627775,4,Patrick McCaw,2019-20,2016,35,162,67,0.41358024691358025
2526,1627777,1,Georges Niang,2016-17,2016,17,36,9,0.25
2527,1627777,3,Georges Niang,2018-19,2016,53,181,86,0.47513812154696133
2528,1627777,4,Georges Niang,2019-20,2016,62,322,141,0.43788819875776397
2529,1627781,1,Malachi Richardson,2016-17,2016,20,67,28,0.417910447761194
2530,1627781,2,Malachi Richardson,2017-18,2016,25,90,30,0.3333333333333333
2531,1627781,3,Malachi Richardson,2018-19,2016,15,29,9,0.3103448275862069
2532,1627783,1,Pascal Siakam,2016-17,2016,53,204,103,0.5049019607843137
2533,1627783,2,Pascal Siakam,2017-18,2016,80,496,253,0.5100806451612904
2534,1627783,3,Pascal Siakam,2018-19,2016,80,943,519,0.5503711558854719
2535,1627783,4,Pascal Siakam,2019-20,2016,60,1104,500,0.4528985507246377
2536,1627785,1,Isaiah Whitehead,2016-17,2016,72,504,204,0.40476190476190477
2537,1627785,2,Isaiah Whitehead,2017-18,2016,16,86,40,0.46511627906976744
2538,1627788,2,Furkan Korkmaz,2017-18,2016,11,28,8,0.2857142857142857
2539,1627788,3,Furkan Korkmaz,2018-19,2016,45,243,98,0.40329218106995884
2540,1627788,4,Furkan Korkmaz,2019-20,2016,72,563,242,0.42984014209591476
2541,1627789,1,Timothe Luwawu-Cabarrot,2016-17,2016,66,359,145,0.403899721448468
2542,1627789,2,Timothe Luwawu-Cabarrot,2017-18,2016,48,267,100,0.37453183520599254
2543,1627789,3,Timothe Luwawu-Cabarrot,2018-19,2016,42,217,82,0.3778801843317972
2544,1627789,4,Timothe Luwawu-Cabarrot,2019-20,2016,45,269,117,0.4349442379182156
2545,1627790,2,Ante Zizic,2017-18,2016,24,67,49,0.7313432835820896
2546,1627790,3,Ante Zizic,2018-19,2016,56,331,183,0.552870090634441
2547,1627790,4,Ante Zizic,2019-20,2016,20,72,41,0.5694444444444444
2548,1627820,2,Tyrone Wallace,2017-18,2016,29,247,110,0.44534412955465585
2549,1627820,3,Tyrone Wallace,2018-19,2016,54,217,92,0.423963133640553
2550,1627820,4,Tyrone Wallace,2019-20,2016,12,44,14,0.3181818181818182
2551,1627823,1,Juancho Hernangomez,2016-17,2016,50,224,101,0.45089285714285715
2552,1627823,2,Juancho Hernangomez,2017-18,2016,19,75,29,0.38666666666666666
2553,1627823,3,Juancho Hernangomez,2018-19,2016,61,314,138,0.4394904458598726
2554,1627823,4,Juancho Hernangomez,2019-20,2016,43,246,100,0.4065040650406504
2555,1627824,2,Guerschon Yabusele,2017-18,2016,29,61,26,0.4262295081967213
2556,1627824,3,Guerschon Yabusele,2018-19,2016,32,77,35,0.45454545454545453
2557,1627826,1,Ivica Zubac,2016-17,2016,36,237,126,0.5316455696202531
2558,1627826,2,Ivica Zubac,2017-18,2016,33,122,61,0.5
2559,1627826,3,Ivica Zubac,2018-19,2016,57,379,212,0.5593667546174143
2560,1627826,4,Ivica Zubac,2019-20,2016,72,385,236,0.612987012987013
2561,1627834,1,Georgios Papagiannis,2016-17,2016,18,102,56,0.5490196078431373
2562,1627834,2,Georgios Papagiannis,2017-18,2016,14,42,18,0.42857142857142855
2563,1627835,1,Paul Zipser,2016-17,2016,41,220,88,0.4
2564,1627835,2,Paul Zipser,2017-18,2016,53,234,81,0.34615384615384615
2565,1627846,2,Abdel Nader,2017-18,2016,38,149,50,0.33557046979865773
2566,1627846,3,Abdel Nader,2018-19,2016,53,214,91,0.4252336448598131
2567,1627846,4,Abdel Nader,2019-20,2016,54,263,123,0.467680608365019
2568,1628365,1,Markelle Fultz,2017-18,2017,14,111,45,0.40540540540540543
2569,1628365,2,Markelle Fultz,2018-19,2017,19,154,65,0.42207792207792205
2570,1628365,3,Markelle Fultz,2019-20,2017,72,764,358,0.468586387434555
2571,1628365,4,Markelle Fultz,2020-21,2017,8,104,41,0.3942307692307692
2572,1628366,1,Lonzo Ball,2017-18,2017,52,562,203,0.3612099644128114
2573,1628366,2,Lonzo Ball,2018-19,2017,47,455,185,0.4065934065934066
2574,1628366,3,Lonzo Ball,2019-20,2017,63,686,277,0.4037900874635568
2575,1628366,4,Lonzo Ball,2020-21,2017,55,700,290,0.4142857142857143
2576,1628367,1,Josh Jackson,2017-18,2017,77,929,389,0.418729817007535
2577,1628367,2,Josh Jackson,2018-19,2017,79,841,347,0.4126040428061831
2578,1628367,3,Josh Jackson,2019-20,2017,19,158,70,0.4430379746835443
2579,1628367,4,Josh Jackson,2020-21,2017,62,706,296,0.4192634560906516
2580,1628368,1,De'Aaron Fox,2017-18,2017,73,796,328,0.4120603015075377
2581,1628368,2,De'Aaron Fox,2018-19,2017,81,1102,505,0.45825771324863884
2582,1628368,3,De'Aaron Fox,2019-20,2017,51,814,391,0.48034398034398035
2583,1628368,4,De'Aaron Fox,2020-21,2017,58,1109,529,0.4770063119927863
2584,1628369,1,Jayson Tatum,2017-18,2017,80,835,397,0.4754491017964072
2585,1628369,2,Jayson Tatum,2018-19,2017,79,1036,466,0.4498069498069498
2586,1628369,3,Jayson Tatum,2019-20,2017,66,1225,552,0.4506122448979592
2587,1628369,4,Jayson Tatum,2020-21,2017,64,1317,605,0.45937737281700836
2588,1628370,1,Malik Monk,2017-18,2017,58,421,153,0.36342042755344417
2589,1628370,2,Malik Monk,2018-19,2017,73,582,227,0.3900343642611684
2590,1628370,3,Malik Monk,2019-20,2017,55,484,212,0.4380165289256198
2591,1628370,4,Malik Monk,2020-21,2017,41,399,173,0.43358395989974935
2592,1628371,1,Jonathan Isaac,2017-18,2017,27,145,55,0.3793103448275862
2593,1628371,2,Jonathan Isaac,2018-19,2017,75,610,262,0.42950819672131146
2594,1628371,3,Jonathan Isaac,2019-20,2017,34,332,156,0.46987951807228917
2595,1628372,1,Dennis Smith Jr.,2017-18,2017,69,1023,404,0.3949169110459433
2596,1628372,2,Dennis Smith Jr.,2018-19,2017,53,650,278,0.4276923076923077
2597,1628372,3,Dennis Smith Jr.,2019-20,2017,34,211,72,0.3412322274881517
2598,1628372,4,Dennis Smith Jr.,2020-21,2017,23,145,58,0.4
2599,1628373,1,Frank Ntilikina,2017-18,2017,77,497,182,0.36619718309859156
2600,1628373,2,Frank Ntilikina,2018-19,2017,42,281,95,0.33807829181494664
2601,1628373,3,Frank Ntilikina,2019-20,2017,56,332,131,0.39457831325301207
2602,1628373,4,Frank Ntilikina,2020-21,2017,22,79,29,0.3670886075949367
2603,1628374,1,Lauri Markkanen,2017-18,2017,68,862,374,0.43387470997679817
2604,1628374,2,Lauri Markkanen,2018-19,2017,52,793,342,0.4312736443883985
2605,1628374,3,Lauri Markkanen,2019-20,2017,50,590,251,0.42542372881355933
2606,1628374,4,Lauri Markkanen,2020-21,2017,51,520,250,0.4807692307692308
2607,1628378,1,Donovan Mitchell,2017-18,2017,79,1360,595,0.4375
2608,1628378,2,Donovan Mitchell,2018-19,2017,77,1526,661,0.43315858453473133
2609,1628378,3,Donovan Mitchell,2019-20,2017,69,1341,602,0.4489187173750932
2610,1628378,4,Donovan Mitchell,2020-21,2017,53,1090,478,0.43853211009174314
2611,1628379,1,Luke Kennard,2017-18,2017,71,465,206,0.443010752688172
2612,1628379,2,Luke Kennard,2018-19,2017,63,519,228,0.4393063583815029
2613,1628379,3,Luke Kennard,2019-20,2017,28,342,151,0.4415204678362573
2614,1628379,4,Luke Kennard,2020-21,2017,61,414,197,0.4758454106280193
2615,1628380,1,Zach Collins,2017-18,2017,62,288,115,0.3993055555555556
2616,1628380,2,Zach Collins,2018-19,2017,77,400,189,0.4725
2617,1628380,3,Zach Collins,2019-20,2017,11,68,32,0.47058823529411764
2618,1628381,1,John Collins,2017-18,2017,74,543,314,0.578268876611418
2619,1628381,2,John Collins,2018-19,2017,61,829,465,0.5609167671893848
2620,1628381,3,John Collins,2019-20,2017,41,605,353,0.5834710743801653
2621,1628381,4,John Collins,2020-21,2017,63,771,429,0.556420233463035
2622,1628382,1,Justin Jackson,2017-18,2017,67,417,185,0.44364508393285373
2623,1628382,2,Justin Jackson,2018-19,2017,79,483,217,0.4492753623188406
2624,1628382,3,Justin Jackson,2019-20,2017,62,341,135,0.39589442815249265
2625,1628382,4,Justin Jackson,2020-21,2017,34,221,89,0.40271493212669685
2626,1628383,4,Justin Patton,2020-21,2017,13,70,29,0.4142857142857143
2627,1628384,1,OG Anunoby,2017-18,2017,72,346,163,0.47109826589595377
2628,1628384,2,OG Anunoby,2018-19,2017,67,404,183,0.452970297029703
2629,1628384,3,OG Anunoby,2019-20,2017,68,566,286,0.5053003533568905
2630,1628384,4,OG Anunoby,2020-21,2017,43,518,249,0.4806949806949807
2631,1628385,2,Harry Giles III,2018-19,2017,54,347,175,0.5043227665706052
2632,1628385,3,Harry Giles III,2019-20,2017,42,251,139,0.5537848605577689
2633,1628385,4,Harry Giles III,2020-21,2017,32,97,42,0.4329896907216495
2634,1628386,1,Jarrett Allen,2017-18,2017,70,396,234,0.5909090909090909
2635,1628386,2,Jarrett Allen,2018-19,2017,80,568,335,0.5897887323943662
2636,1628386,3,Jarrett Allen,2019-20,2017,70,465,302,0.6494623655913978
2637,1628386,4,Jarrett Allen,2020-21,2017,63,482,298,0.6182572614107884
2638,1628388,1,T.J. Leaf,2017-18,2017,43,136,64,0.47058823529411764
2639,1628388,2,T.J. Leaf,2018-19,2017,50,183,99,0.5409836065573771
2640,1628388,3,T.J. Leaf,2019-20,2017,25,86,36,0.4186046511627907
2641,1628389,1,Bam Adebayo,2017-18,2017,64,336,174,0.5178571428571429
2642,1628389,2,Bam Adebayo,2018-19,2017,82,484,280,0.5785123966942148
2643,1628389,3,Bam Adebayo,2019-20,2017,72,789,440,0.5576679340937896
2644,1628389,4,Bam Adebayo,2020-21,2017,64,800,456,0.57
2645,1628390,1,Terrance Ferguson,2017-18,2017,50,169,70,0.41420118343195267
2646,1628390,2,Terrance Ferguson,2018-19,2017,73,431,185,0.42923433874709976
2647,1628390,3,Terrance Ferguson,2019-20,2017,52,220,78,0.35454545454545455
2648,1628391,2,D.J. Wilson,2018-19,2017,45,251,104,0.41434262948207173
2649,1628391,3,D.J. Wilson,2019-20,2017,35,132,52,0.3939393939393939
2650,1628391,4,D.J. Wilson,2020-21,2017,34,167,68,0.40718562874251496
2651,1628392,2,Isaiah Hartenstein,2018-19,2017,18,41,20,0.4878048780487805
2652,1628392,3,Isaiah Hartenstein,2019-20,2017,19,67,44,0.6567164179104478
2653,1628392,4,Isaiah Hartenstein,2020-21,2017,40,171,94,0.5497076023391813
2654,1628393,1,Jawun Evans,2017-18,2017,43,250,89,0.356
2655,1628394,3,Anžejs Pasečņiks,2019-20,2017,22,116,61,0.5258620689655172
2656,1628395,1,Jordan Bell,2017-18,2017,49,185,116,0.6270270270270271
2657,1628395,2,Jordan Bell,2018-19,2017,59,191,99,0.518324607329843
2658,1628395,3,Jordan Bell,2019-20,2017,27,67,35,0.5223880597014925
2659,1628396,3,Tony Bradley,2019-20,2017,56,189,126,0.6666666666666666
2660,1628396,4,Tony Bradley,2020-21,2017,41,197,131,0.6649746192893401
2661,1628397,1,Ivan Rabb,2017-18,2017,31,152,86,0.5657894736842105
2662,1628397,2,Ivan Rabb,2018-19,2017,45,212,116,0.5471698113207547
2663,1628398,1,Kyle Kuzma,2017-18,2017,77,1038,468,0.4508670520231214
2664,1628398,2,Kyle Kuzma,2018-19,2017,70,1087,496,0.4563017479300828
2665,1628398,3,Kyle Kuzma,2019-20,2017,61,667,291,0.4362818590704648
2666,1628398,4,Kyle Kuzma,2020-21,2017,68,756,335,0.44312169312169314
2667,1628400,1,Semi Ojeleye,2017-18,2017,59,188,65,0.34574468085106386
2668,1628400,2,Semi Ojeleye,2018-19,2017,44,157,67,0.4267515923566879
2669,1628400,3,Semi Ojeleye,2019-20,2017,56,196,80,0.40816326530612246
2670,1628400,4,Semi Ojeleye,2020-21,2017,50,221,89,0.40271493212669685
2671,1628401,1,Derrick White,2017-18,2017,10,33,16,0.48484848484848486
2672,1628401,2,Derrick White,2018-19,2017,65,543,260,0.47882136279926335
2673,1628401,3,Derrick White,2019-20,2017,68,550,253,0.46
2674,1628401,4,Derrick White,2020-21,2017,36,453,186,0.4105960264900662
2675,1628402,2,Frank Jackson,2018-19,2017,57,447,194,0.43400447427293065
2676,1628402,3,Frank Jackson,2019-20,2017,53,329,134,0.4072948328267477
2677,1628402,4,Frank Jackson,2020-21,2017,39,293,134,0.45733788395904434
2678,1628403,1,Caleb Swanigan,2017-18,2017,19,60,24,0.4
2679,1628403,2,Caleb Swanigan,2018-19,2017,16,53,18,0.33962264150943394
2680,1628403,3,Caleb Swanigan,2019-20,2017,17,47,28,0.5957446808510638
2681,1628404,1,Josh Hart,2017-18,2017,61,375,176,0.4693333333333333
2682,1628404,2,Josh Hart,2018-19,2017,66,464,189,0.4073275862068966
2683,1628404,3,Josh Hart,2019-20,2017,65,532,225,0.42293233082706766
2684,1628404,4,Josh Hart,2020-21,2017,47,344,151,0.438953488372093
2685,1628407,1,Dwayne Bacon,2017-18,2017,42,192,72,0.375
2686,1628407,2,Dwayne Bacon,2018-19,2017,36,257,122,0.47470817120622566
2687,1628407,3,Dwayne Bacon,2019-20,2017,35,244,85,0.3483606557377049
2688,1628407,4,Dwayne Bacon,2020-21,2017,71,726,292,0.4022038567493113
2689,1628409,1,Alec Peters,2017-18,2017,18,74,28,0.3783783783783784
2690,1628410,2,Edmond Sumner,2018-19,2017,16,64,22,0.34375
2691,1628410,3,Edmond Sumner,2019-20,2017,30,142,61,0.4295774647887324
2692,1628410,4,Edmond Sumner,2020-21,2017,50,281,148,0.5266903914590747
2693,1628411,1,Wes Iwundu,2017-18,2017,60,218,93,0.42660550458715596
2694,1628411,2,Wes Iwundu,2018-19,2017,65,273,113,0.4139194139194139
2695,1628411,3,Wes Iwundu,2019-20,2017,50,233,97,0.41630901287553645
2696,1628411,4,Wes Iwundu,2020-21,2017,33,102,34,0.3333333333333333
2697,1628412,1,Frank Mason III,2017-18,2017,52,378,144,0.38095238095238093
2698,1628412,2,Frank Mason III,2018-19,2017,36,169,71,0.42011834319526625
2699,1628412,3,Frank Mason III,2019-20,2017,6,51,23,0.45098039215686275
2700,1628413,2,Jonah Bolden,2018-19,2017,40,162,80,0.49382716049382713
2701,1628414,1,Sindarius Thornwell,2017-18,2017,63,232,100,0.43103448275862066
2702,1628414,2,Sindarius Thornwell,2018-19,2017,26,49,17,0.3469387755102041
2703,1628414,4,Sindarius Thornwell,2020-21,2017,18,46,15,0.32608695652173914
2704,1628415,1,Dillon Brooks,2017-18,2017,82,766,340,0.44386422976501305
2705,1628415,2,Dillon Brooks,2018-19,2017,18,121,49,0.4049586776859504
2706,1628415,3,Dillon Brooks,2019-20,2017,73,1067,435,0.4076850984067479
2707,1628415,4,Dillon Brooks,2020-21,2017,67,1031,432,0.4190106692531523
2708,1628416,1,Tyler Dorsey,2017-18,2017,53,379,144,0.37994722955145116
2709,1628416,2,Tyler Dorsey,2018-19,2017,45,264,107,0.4053030303030303
2710,1628417,2,Jaron Blossomgame,2018-19,2017,26,106,47,0.44339622641509435
2711,1628418,2,Thomas Bryant,2018-19,2017,69,502,309,0.6155378486055777
2712,1628418,3,Thomas Bryant,2019-20,2017,46,418,243,0.5813397129186603
2713,1628418,4,Thomas Bryant,2020-21,2017,9,91,59,0.6483516483516484
2714,1628420,2,Monte Morris,2018-19,2017,82,702,346,0.4928774928774929
2715,1628420,3,Monte Morris,2019-20,2017,73,566,260,0.45936395759717313
2716,1628420,4,Monte Morris,2020-21,2017,47,386,186,0.48186528497409326
2717,1628422,1,Damyean Dotson,2017-18,2017,39,160,72,0.45
2718,1628422,2,Damyean Dotson,2018-19,2017,73,698,290,0.4154727793696275
2719,1628422,3,Damyean Dotson,2019-20,2017,46,290,120,0.41379310344827586
2720,1628422,4,Damyean Dotson,2020-21,2017,46,292,119,0.4075342465753425
2721,1628425,1,Sterling Brown,2017-18,2017,52,204,82,0.4019607843137255
2722,1628425,2,Sterling Brown,2018-19,2017,55,311,145,0.4662379421221865
2723,1628425,3,Sterling Brown,2019-20,2017,48,255,95,0.37254901960784315
2724,1628425,4,Sterling Brown,2020-21,2017,50,333,150,0.45045045045045046
2725,1628427,4,Vlatko Čančar,2020-21,2017,32,71,33,0.4647887323943662
2726,1628432,1,Davon Reed,2017-18,2017,19,76,22,0.2894736842105263
